TIMESTAMP,ANGLE1,ANGLE2,XPOS,YPOS,XTACHO,YTACHO,XVOLT,YVOLT
3424937,7.38706,1.91209,2.38584,4.69597,4.27595,-3.6801,1.10623,-3.93895,
3426117,7.38706,1.90232,2.38584,4.69597,4.27595,-3.7094,1.12088,-4.10501,
3427312,7.38706,1.9072,2.38584,4.70085,4.27595,-3.67033,1.116,-3.92918,
3428491,7.38706,1.90232,2.38095,4.70085,4.27595,-3.68987,1.09158,-3.93895,
3429667,7.38706,1.9072,2.38095,4.70085,4.27595,-3.68987,1.09158,-3.93895,
3430848,7.38706,1.90232,2.38584,4.70085,4.27595,-3.71917,1.08181,-3.93895,
3432031,7.38217,1.9072,2.38095,4.70085,4.28083,-3.6801,1.08181,-3.93407,
3433209,7.38217,1.9072,2.38095,4.70085,4.28083,-3.70452,1.08669,-3.93895,
3434388,7.38217,1.9072,2.38095,4.70085,4.28083,-3.71429,1.09158,-3.93407,
3435569,7.37729,1.90232,2.38095,4.70085,4.28083,-3.65079,1.09646,-3.93407,
3436748,7.37241,1.9072,2.38095,4.70574,4.28083,-3.70452,1.08669,-3.94383,
3437926,7.37241,1.9072,2.38095,4.70085,4.28083,-3.74359,1.07204,-3.93895,
3439106,7.37241,1.90232,2.38584,4.70574,4.28571,-3.67033,1.08669,-4.09524,
3440293,7.36752,1.9072,2.38095,4.70574,4.28571,-3.62149,1.09646,-3.93407,
3441469,7.36752,1.89744,2.38584,4.71062,4.28571,-3.74359,1.10134,-3.93407,
3442649,7.36264,1.89744,2.38095,4.71062,4.2906,-3.72405,1.116,-3.93407,
3443829,7.36264,1.90232,2.38095,4.71062,4.2906,-3.60195,1.15018,-3.92918,
3445007,7.35775,1.89744,2.38584,4.71062,4.29548,-3.68987,1.15018,-3.92918,
3446185,7.35775,1.9072,2.38584,4.71551,4.2906,-3.74847,1.15018,-3.92918,
3447362,7.35287,1.90232,2.38584,4.71551,4.2906,-3.65568,1.15507,-3.92918,
3448540,7.35287,1.90232,2.38584,4.71551,4.2906,-3.63614,1.15018,-3.92918,
3449716,7.34799,1.9072,2.38584,4.71551,4.2906,-3.73382,1.18437,-3.9243,
3450901,7.3431,1.90232,2.38095,4.71551,4.29548,-3.70452,1.17949,-3.91941,
3452080,7.3431,1.90232,2.38584,4.71551,4.29548,-3.63126,1.14042,-3.93407,
3453262,7.33822,1.9072,2.38584,4.72039,4.29548,-3.67521,1.13065,-3.92918,
3454442,7.33822,1.9072,2.38584,4.72039,4.2906,-3.76801,1.12088,-3.93407,
3455619,7.33333,1.9072,2.38095,4.72039,4.30037,-3.66545,1.10623,-4.10501,
3456802,7.33333,1.90232,2.38095,4.72039,4.29548,-3.65079,1.10134,-4.09524,
3457984,7.32845,1.9072,2.38095,4.72039,4.29548,-3.72894,1.13553,-3.93407,
3459166,7.32845,1.9072,2.38095,4.72527,4.30037,-3.74359,1.09646,-3.93895,
3460343,7.32357,1.9072,2.38095,4.72039,4.30037,-3.63126,1.10623,-3.93895,
3461520,7.32357,1.9072,2.38584,4.72527,4.30525,-3.65079,1.10623,-3.93407,
3462704,7.32357,1.91697,2.38095,4.72527,4.30037,-3.74847,1.10623,-3.93895,
3463880,7.32357,1.91697,2.38095,4.72527,4.30525,-3.7094,1.10623,-3.93895,
3465058,7.31868,1.92186,2.38095,4.72527,4.30037,-3.63614,1.10623,-3.93407,
3466235,7.31868,1.91697,2.38584,4.73016,4.30525,-3.66545,1.10623,-3.9243,
3467438,7.31868,1.91209,2.38584,4.73016,4.30525,-3.75336,1.10134,-3.93895,
3468614,7.31868,1.91209,2.38584,4.73016,4.30525,-3.69475,1.10134,-3.92918,
3469790,7.31868,1.91209,2.38095,4.73016,4.30525,-3.65568,1.10623,-3.93407,
3470974,7.31868,1.91209,2.38095,4.73016,4.31013,-3.68498,1.11111,-3.94383,
3472150,7.31868,1.9072,2.38095,4.73504,4.31013,-3.73382,1.10623,-3.94383,
3473326,7.31868,1.90232,2.38584,4.73504,4.31013,-3.66545,1.116,-3.93407,
3474506,7.31868,1.91209,2.38095,4.73504,4.31013,-3.64591,1.12088,-3.92918,
3475682,7.31868,1.9072,2.38584,4.73993,4.31013,-3.69475,1.116,-3.93895,
3476861,7.31868,1.91209,2.38584,4.73504,4.31502,-3.69475,1.116,-3.93895,
3478038,7.31868,1.91209,2.38095,4.73504,4.31502,-3.66056,1.116,-3.92918,
3479218,7.32357,1.91697,2.38095,4.73504,4.31502,-3.66545,1.12088,-3.92918,
3480401,7.32357,1.91209,2.38584,4.73993,4.31502,-3.67033,1.12088,-3.93407,
3481578,7.32357,1.91209,2.38584,4.73993,4.31502,-3.63614,1.1453,-3.9243,
3482757,7.32357,1.91209,2.38095,4.73993,4.31502,-3.65568,1.12088,-3.92918,
3483936,7.32845,1.91209,2.38584,4.73993,4.31502,-3.72894,1.11111,-3.92918,
3485116,7.32845,1.91209,2.38095,4.74481,4.3199,-3.60195,1.116,-3.92918,
3486296,7.32845,1.9072,2.38095,4.74481,4.3199,-3.61661,1.116,-3.93407,
3487475,7.33333,1.9072,2.38584,4.74481,4.3199,-3.72894,1.10623,-3.93895,
3488653,7.33822,1.91209,2.38095,4.74481,4.32479,-3.63126,1.10623,-3.93407,
3489839,7.33822,1.91209,2.38095,4.74481,4.32479,-3.59219,1.15507,-3.92918,
3491021,7.3431,1.91209,2.38095,4.74481,4.3199,-3.71917,1.11111,-3.92918,
3492197,7.3431,1.9072,2.38095,4.74969,4.32479,-3.68987,1.11111,-3.93895,
3493374,7.3431,1.91209,2.38095,4.74969,4.32479,-3.59219,1.116,-3.92918,
3494554,7.34799,1.91209,2.38095,4.74969,4.32479,-3.69475,1.116,-3.92918,
3495730,7.35287,1.91697,2.38095,4.779,4.32479,-3.72894,1.116,-3.93407,
3496908,7.35287,1.91209,2.38095,4.75458,4.32967,-3.59707,1.116,-3.93407,
3498089,7.35775,1.9072,2.38095,4.78877,4.32967,-3.65568,1.11111,-3.93407,
3499291,7.35775,1.91209,2.38095,4.75458,4.32967,-3.69475,1.116,-3.92918,
3500473,7.35775,1.91697,2.38584,4.75458,4.32967,-3.66056,1.1453,-3.9243,
3501649,7.36264,1.91697,2.38095,4.75458,4.32967,-3.64103,1.12088,-3.93895,
3502828,7.36264,1.91209,2.38095,4.75946,4.33455,-3.63614,1.116,-3.93407,
3504005,7.36752,1.9072,2.38584,4.75946,4.33455,-3.67033,1.11111,-3.93895,
3505187,7.36752,1.91697,2.38095,4.75946,4.33455,-3.65568,1.11111,-3.93407,
3506364,7.36752,1.91209,2.38584,4.75946,4.33455,-3.63126,1.11111,-3.92918,
3507544,7.37241,1.91697,2.38584,4.76435,4.33455,-3.65568,1.11111,-3.93407,
3508721,7.37241,1.91209,2.38095,4.75946,4.33455,-3.69963,1.10623,-3.93895,
3509897,7.37729,1.91697,2.38095,4.76435,4.33944,-3.65079,1.15507,-3.92918,
3511080,7.37729,1.9072,2.38095,4.76435,4.33944,-3.63126,1.11111,-3.93407,
3512261,7.37729,1.91209,2.38584,4.79365,4.33944,-3.67521,1.12576,-3.92918,
3513439,7.37729,1.91209,2.38584,4.76435,4.34432,-3.69475,1.15018,-4.10012,
3514620,7.38217,1.89255,2.38095,4.76435,4.34432,-3.62149,1.12576,-3.93407,
3515798,7.38217,1.89744,2.38095,4.76435,4.33944,-3.66056,1.12088,-3.93407,
3516975,7.38217,1.90232,2.38095,4.76923,4.34432,-3.71429,1.116,-3.93407,
3518168,7.38217,1.89255,2.38095,4.76923,4.34432,-3.68987,1.12576,-3.93407,
3519345,7.38217,1.89744,2.38584,4.76923,4.34432,-3.64591,1.1453,-3.93407,
3520522,7.38217,1.89744,2.38095,4.76923,4.34432,-3.67033,1.12088,-3.92918,
3521703,7.38217,1.90232,2.38095,4.76923,4.34432,-3.68987,1.116,-3.92918,
3522884,7.38217,1.90232,2.38095,4.79853,4.34921,-3.62149,1.12088,-3.93407,
3524062,7.38217,1.90232,2.38584,4.77411,4.34921,-3.61172,1.12088,-3.93895,
3525240,7.38217,1.89255,2.38095,4.77411,4.34921,-3.68987,1.116,-3.93407,
3526423,7.38217,1.90232,2.38584,4.779,4.34921,-3.69475,1.116,-3.92918,
3527603,7.38217,1.90232,2.38584,4.80342,4.35409,-3.60195,1.12088,-3.93407,
3528785,7.38217,1.89744,2.38584,4.779,4.35409,-3.64103,1.13065,-3.93407,
3529961,7.38217,1.90232,2.38584,4.78388,4.35409,-3.72405,1.20879,-3.9243,
3531141,7.38217,1.9072,2.38095,4.779,4.35409,-3.63614,1.15507,-3.9243,
3532320,7.37729,1.9072,2.38584,4.78388,4.35409,-3.61661,1.15018,-3.9243,
3533525,7.37729,1.91209,2.38584,4.779,4.35409,-3.72405,1.1453,-3.92918,
3534709,7.37729,1.89744,2.38584,4.78388,4.35897,-3.66056,1.15018,-3.92918,
3535886,7.37241,1.90232,2.38584,4.81319,4.35897,-3.61661,1.15507,-3.92918,
3537071,7.37241,1.89744,2.38095,4.78388,4.35897,-3.68498,1.15018,-4.09524,
3538251,7.36752,1.90232,2.38095,4.78388,4.35897,-3.6801,1.15018,-3.92918,
3539429,7.36752,1.89744,2.38095,4.78877,4.36386,-3.5873,1.15995,-3.92918,
3540609,7.36264,1.90232,2.38095,4.78877,4.35897,-3.67521,1.15995,-3.9243,
3541785,7.36264,1.9072,2.38584,4.78877,4.36386,-3.74359,1.16484,-3.9243,
3542966,7.36264,1.9072,2.38095,4.78877,4.36874,-3.55311,1.17949,-3.92918,
3544142,7.35775,1.91697,2.38584,4.79365,4.36386,-3.65079,1.1746,-3.93407,
3545321,7.35287,1.90232,2.38095,4.79365,4.36386,-3.71429,1.16972,-3.91941,
3546501,7.35287,1.9072,2.38095,4.79365,4.36874,-3.62149,1.1746,-3.9243,
3547680,7.34799,1.9072,2.38095,4.79365,4.36874,-3.64103,1.18437,-3.9243,
3548857,7.34799,1.9072,2.38584,4.79365,4.36874,-3.71429,1.20391,-3.9243,
3550040,7.3431,1.89744,2.38584,4.79853,4.37363,-3.65568,1.23321,-3.91941,
3551221,7.3431,1.90232,2.38095,4.79853,4.36874,-3.60195,1.18926,-3.91453,
3552397,7.33822,1.9072,2.38095,4.79853,4.36874,-3.67521,1.17949,-3.91941,
3553575,7.33333,1.9072,2.38095,4.79853,4.37363,-3.6801,1.1746,-3.9243,
3554753,7.33333,1.90232,2.38584,4.79853,4.37363,-3.70452,1.17949,-3.9243,
3555935,7.33333,1.9072,2.38095,4.80342,4.37363,-3.64591,1.17949,-3.92918,
3557114,7.32845,1.9072,2.38095,4.80342,4.37363,-3.64103,1.1746,-3.9243,
3558295,7.32845,1.9072,2.38095,4.80342,4.37363,-3.71429,1.16972,-3.91941,
3559474,7.32845,1.9072,2.38095,4.80342,4.37851,-3.69475,1.1746,-3.9243,
3560653,7.32357,1.91209,2.38584,4.8083,4.37851,-3.61661,1.17949,-3.92918,
3561829,7.32357,1.9072,2.38584,4.8083,4.37851,-3.65079,1.18926,-3.9243,
3563006,7.32357,1.91209,2.38095,4.8083,4.37851,-3.71917,1.18926,-3.91941,
3564182,7.32357,1.91209,2.38584,4.83761,4.38339,-3.68987,1.19414,-4.09035,
3565366,7.32357,1.91209,2.38584,4.8083,4.38339,-3.65079,1.19902,-3.91941,
3566546,7.31868,1.91209,2.38584,4.81319,4.38339,-3.66545,1.19414,-3.9243,
3567727,7.31868,1.9072,2.38584,4.81319,4.38339,-3.72405,1.18926,-3.92918,
3568906,7.31868,1.91209,2.38584,4.8083,4.38339,-3.65568,1.19414,-4.08059,
3570087,7.31868,1.91209,2.38095,4.81319,4.38339,-3.66545,1.19902,-3.9243,
3571281,7.31868,1.9072,2.38095,4.81319,4.38828,-3.69475,1.2381,-3.92918,
3572464,7.31868,1.90232,2.38584,4.81807,4.38828,-3.71917,1.19414,-3.93407,
3573640,7.31868,1.9072,2.38584,4.81807,4.38828,-3.67521,1.19414,-3.9243,
3574820,7.32357,1.90232,2.38095,4.81807,4.38828,-3.67521,1.19414,-3.9243,
3575996,7.32357,1.9072,2.38584,4.81807,4.38828,-3.69475,1.19414,-3.9243,
3577175,7.32357,1.89744,2.38584,4.81807,4.39316,-3.70452,1.19414,-3.93407,
3578361,7.32845,1.89744,2.38584,4.81807,4.39316,-3.68498,1.19902,-3.91941,
3579540,7.32845,1.90232,2.38584,4.82295,4.39316,-3.68498,1.22344,-3.91453,
3580717,7.32845,1.89744,2.38584,4.85226,4.39316,-3.68987,1.19902,-3.9243,
3581898,7.33333,1.89744,2.38584,4.82295,4.39316,-3.66056,1.19902,-3.9243,
3583075,7.33333,1.89744,2.38095,4.82295,4.39316,-3.70452,1.19414,-3.91941,
3584253,7.33333,1.89744,2.38095,4.82295,4.39316,-3.7094,1.19414,-3.91941,
3585431,7.33822,1.89255,2.38095,4.82295,4.39805,-3.65079,1.19414,-3.91941,
3586608,7.3431,1.89744,2.38095,4.82784,4.39805,-3.64103,1.18437,-3.9243,
3587784,7.3431,1.89255,2.38584,4.82784,4.39805,-3.69475,1.17949,-3.92918,
3588963,7.34799,1.89744,2.38095,4.82784,4.39805,-3.71429,1.1746,-3.92918,
3590156,7.34799,1.90232,2.38095,4.82784,4.40293,-3.63614,1.1746,-3.91941,
3591334,7.35287,1.90232,2.38095,4.82784,4.39805,-3.6801,1.21856,-3.9243,
3592517,7.35775,1.89744,2.38095,4.83272,4.40293,-3.7094,1.16972,-3.9243,
3593701,7.35775,1.89744,2.38584,4.83272,4.40293,-3.66545,1.16972,-3.92918,
3594879,7.36264,1.89744,2.38095,4.83272,4.40293,-3.67521,1.16972,-3.9243,
3596060,7.36264,1.90232,2.38584,4.83272,4.40293,-3.71429,1.16484,-3.92918,
3597240,7.36752,1.89744,2.38095,4.83761,4.40781,-3.6801,1.16972,-3.9243,
3598442,7.37241,1.90232,2.38584,4.83761,4.40781,-3.64103,1.21368,-3.91941,
3599621,7.37241,1.89744,2.38584,4.86691,4.40781,-3.71917,1.20879,-3.92918,
3600806,7.37241,1.90232,2.38584,4.83761,4.40781,-3.74359,1.1746,-3.92918,
3601984,7.37729,1.89744,2.38584,4.83761,4.4127,-3.65568,1.19902,-3.91941,
3603164,7.37729,1.90232,2.38095,4.83761,4.40781,-3.68498,1.16972,-3.91941,
3604342,7.37729,1.89744,2.38095,4.84249,4.40781,-3.74359,1.15995,-3.92918,
3605521,7.38217,1.9072,2.38095,4.84249,4.4127,-3.71429,1.21856,-4.08547,
3606710,7.38217,1.9072,2.38584,4.84249,4.4127,-3.66545,1.19414,-3.9243,
3607894,7.38217,1.91209,2.38584,4.84249,4.4127,-3.68498,1.1746,-3.93407,
3609071,7.38217,1.91697,2.38095,4.84249,4.4127,-3.73382,1.17949,-3.92918,
3610252,7.38706,1.91209,2.38095,4.84249,4.4127,-3.72405,1.15018,-3.9243,
3611431,7.38706,1.91209,2.38095,4.84737,4.41758,-3.67521,1.1453,-3.92918,
3612610,7.38706,1.90232,2.38095,4.87668,4.41758,-3.67521,1.14042,-3.9243,
3613792,7.38706,1.90232,2.38584,4.85226,4.41758,-3.75824,1.13553,-3.9243,
3614969,7.38706,1.9072,2.38095,4.85226,4.41758,-3.72894,1.14042,-3.92918,
3616147,7.38706,1.9072,2.38095,4.84737,4.41758,-3.68498,1.1453,-3.92918,
3617323,7.38706,1.90232,2.38095,4.85226,4.42247,-3.6801,1.1453,-3.93895,
3618502,7.38706,1.90232,2.38584,4.85226,4.42247,-3.74847,1.1453,-3.92918,
3619680,7.38706,1.89744,2.38584,4.85226,4.42247,-3.69963,1.19902,-3.92918,
3620860,7.38706,1.90232,2.38584,4.85226,4.42247,-3.69963,1.15995,-3.9243,
3622038,7.38217,1.89744,2.38095,4.88156,4.42735,-3.69963,1.15995,-3.9243,
3623218,7.38217,1.9072,2.38095,4.85714,4.42735,-3.73382,1.15995,-4.09524,
3624398,7.38217,1.9072,2.38095,4.85714,4.42735,-3.67521,1.15995,-3.92918,
3625577,7.38217,1.91209,2.38095,4.85714,4.42735,-3.69963,1.15507,-3.92918,
3626754,7.38217,1.90232,2.38095,4.85714,4.42735,-3.72894,1.15507,-3.92918,
3627930,7.37729,1.9072,2.38095,4.85714,4.42735,-3.70452,1.15018,-3.9243,
3629106,7.37729,1.90232,2.38584,4.86203,4.43223,-3.7094,1.15018,-3.93407,
3630284,7.37729,1.90232,2.38095,4.86203,4.43223,-3.69963,1.1453,-3.92918,
3631461,7.37241,1.9072,2.38095,4.86203,4.43223,-3.71917,1.18926,-3.92918,
3632640,7.37241,1.90232,2.38095,4.86203,4.43223,-3.71429,1.1453,-3.92918,
3633816,7.37241,1.89744,2.38095,4.86691,4.43223,-3.69475,1.1453,-3.92918,
3634995,7.37241,1.89744,2.38584,4.86691,4.43712,-3.64591,1.1453,-3.92918,
3636172,7.36752,1.90232,2.38584,4.86691,4.43223,-3.7094,1.14042,-3.92918,
3637354,7.36752,1.89744,2.38095,4.86691,4.43712,-3.72894,1.13065,-3.93407,
3638532,7.36264,1.90232,2.38584,4.87179,4.43712,-3.67521,1.13065,-3.93407,
3639712,7.36264,1.89744,2.38095,4.86691,4.43712,-3.65079,1.13065,-3.92918,
3640888,7.36264,1.90232,2.38095,4.87179,4.43712,-3.71917,1.13065,-3.92918,
3642065,7.35775,1.90232,2.38584,4.87179,4.442,-3.71429,1.12088,-3.93895,
3643257,7.35775,1.89744,2.38095,4.9011,4.442,-3.66545,1.116,-3.93407,
3644436,7.35775,1.90232,2.38095,4.87179,4.43712,-3.68498,1.116,-3.9243,
3645614,7.35287,1.89744,2.38095,4.87179,4.442,-3.70452,1.15507,-3.93407,
3646798,7.35287,1.90232,2.38095,4.87668,4.442,-3.67521,1.12088,-3.92918,
3647974,7.35287,1.89744,2.38095,4.87668,4.442,-3.6801,1.16484,-3.93407,
3649156,7.34799,1.90232,2.38095,4.87668,4.442,-3.67033,1.116,-3.93407,
3650334,7.34799,1.90232,2.38095,4.87668,4.442,-3.65568,1.16484,-3.92918,
3651517,7.34799,1.89744,2.38095,4.87668,4.44689,-3.68498,1.12088,-3.92918,
3652694,7.3431,1.90232,2.38095,4.88156,4.44689,-3.69475,1.15507,-3.92918,
3653874,7.3431,1.89744,2.38095,4.88156,4.44689,-3.67521,1.10623,-3.93895,
3655053,7.3431,1.89255,2.38095,4.88156,4.45177,-3.63126,1.10623,-3.93895,
3656230,7.3431,1.89744,2.38095,4.88156,4.44689,-3.7094,1.09158,-3.93407,
3657407,7.3431,1.90232,2.38095,4.88156,4.44689,-3.68498,1.09158,-3.93407,
3658588,7.33822,1.89744,2.38095,4.88645,4.45177,-3.65079,1.09158,-3.93895,
3659766,7.33822,1.9072,2.38584,4.88645,4.45177,-3.66545,1.10623,-3.93895,
3660944,7.33822,1.90232,2.38584,4.88645,4.45665,-3.7094,1.14042,-3.92918,
3662122,7.33822,1.9072,2.38584,4.88645,4.45665,-3.68987,1.116,-3.93407,
3663315,7.33822,1.9072,2.38095,4.88645,4.46154,-3.67033,1.10134,-3.94383,
3664512,7.33822,1.90232,2.38095,4.88645,4.46154,-3.65568,1.10134,-3.93895,
3665691,7.33822,1.90232,2.38584,4.89133,4.45665,-3.65079,1.10623,-3.92918,
3666876,7.33822,1.90232,2.38095,4.89133,4.45665,-3.71429,1.09646,-3.93895,
3668056,7.33822,1.9072,2.38095,4.92063,4.45665,-3.68987,1.08669,-4.09524,
3669238,7.33822,1.90232,2.38095,4.89133,4.46154,-3.64591,1.09646,-3.92918,
3670417,7.33822,1.90232,2.38584,4.89621,4.46154,-3.65079,1.16484,-4.09524,
3671602,7.33822,1.9072,2.38095,4.89621,4.46154,-3.71917,1.13065,-3.93895,
3672786,7.33822,1.9072,2.38584,4.89621,4.46642,-3.6801,1.116,-3.93407,
3673967,7.33822,1.9072,2.38095,4.89621,4.46642,-3.63126,1.12088,-3.92918,
3675144,7.33822,1.90232,2.38095,4.9011,4.46642,-3.64591,1.12088,-3.93407,
3676326,7.33822,1.91209,2.38584,4.9011,4.46642,-3.71917,1.11111,-3.93895,
3677503,7.33822,1.9072,2.38095,4.89621,4.46642,-3.66545,1.10623,-3.93407,
3678686,7.3431,1.9072,2.38095,4.9011,4.46642,-3.64591,1.10623,-3.92918,
3679866,7.3431,1.9072,2.38584,4.9011,4.46642,-3.65568,1.10623,-3.93407,
3681042,7.3431,1.9072,2.38095,4.9011,4.46642,-3.67033,1.11111,-3.93407,
3682220,7.3431,1.90232,2.38584,4.9011,4.47131,-3.65568,1.116,-3.93407,
3683400,7.3431,1.9072,2.38584,4.90598,4.47131,-3.66545,1.116,-3.93407,
3684583,7.3431,1.90232,2.38095,4.90598,4.47619,-3.63614,1.10134,-3.92918,
3685763,7.34799,1.90232,2.38095,4.90598,4.47131,-3.62637,1.09646,-3.93895,
3686942,7.34799,1.9072,2.38095,4.90598,4.47131,-3.67033,1.08669,-3.93895,
3688120,7.34799,1.91209,2.38584,4.91087,4.47131,-3.73382,1.10134,-3.94383,
3689298,7.34799,1.90232,2.38095,4.91087,4.47619,-3.61172,1.08669,-3.93407,
3690481,7.35287,1.9072,2.38095,4.91087,4.47619,-3.59219,1.11111,-3.93407,
3691658,7.35287,1.89744,2.38095,4.91087,4.47619,-3.71429,1.13065,-3.93407,
3692834,7.35775,1.90232,2.38584,4.94017,4.48107,-3.66545,1.13065,-3.93407,
3694017,7.35775,1.9072,2.38584,4.91087,4.48107,-3.57265,1.12088,-3.92918,
3695200,7.35775,1.90232,2.38584,4.91575,4.48107,-3.68498,1.16972,-3.92918,
3696376,7.36264,1.89744,2.38584,4.91575,4.48107,-3.71917,1.15995,-3.93407,
3697556,7.36264,1.90232,2.38095,4.91575,4.48107,-3.57753,1.1746,-3.91941,
3698738,7.36264,1.89744,2.38095,4.94505,4.48107,-3.62149,1.16484,-3.92918,
3699922,7.36264,1.89744,2.38095,4.91575,4.48107,-3.74847,1.16484,-3.91941,
3701099,7.36264,1.90232,2.38095,4.92063,4.48596,-3.63126,1.15018,-3.9243,
3702281,7.36752,1.89744,2.38095,4.92063,4.48596,-3.59219,1.15018,-3.92918,
3703458,7.36752,1.91209,2.38095,4.92063,4.48107,-3.70452,1.1453,-3.93407,
3704634,7.36752,1.90232,2.38095,4.92063,4.48596,-3.69475,1.15507,-3.9243,
3705810,7.37241,1.9072,2.38584,4.92552,4.49084,-3.5873,1.21856,-3.91941,
3706993,7.37241,1.90232,2.38584,4.92552,4.49084,-3.66545,1.1746,-3.9243,
3708169,7.37241,1.91209,2.38584,4.92552,4.49084,-3.71429,1.1746,-3.92918,
3709348,7.37241,1.90232,2.38584,4.92552,4.49084,-3.65079,1.1746,-3.91941,
3710529,7.37241,1.9072,2.38584,4.92552,4.49084,-3.60195,1.1746,-3.91941,
3711708,7.37241,1.90232,2.38584,4.9304,4.49084,-3.67033,1.16484,-3.93407,
3712887,7.37241,1.9072,2.38095,4.92552,4.49084,-3.68987,1.15507,-3.92918,
3714063,7.37241,1.9072,2.38095,4.9304,4.49084,-3.6801,1.30647,-3.9243,
3715258,7.37241,1.90232,2.38095,4.92552,4.49573,-3.61661,1.15995,-3.92918,
3716434,7.37729,1.9072,2.38095,4.9304,4.49573,-3.67521,1.15507,-4.09524,
3717615,7.37241,1.90232,2.38095,4.9304,4.49573,-3.70452,1.15995,-3.92918,
3718795,7.37241,1.90232,2.38095,4.9304,4.49573,-3.67033,1.1453,-3.92918,
3719972,7.37241,1.9072,2.38095,4.93529,4.50061,-3.63126,1.1453,-3.9243,
3721154,7.37241,1.90232,2.38584,4.93529,4.50061,-3.68498,1.15018,-3.92918,
3722331,7.37241,1.91209,2.38095,4.94017,4.50061,-3.70452,1.19902,-3.92918,
3723511,7.37241,1.91697,2.38584,4.93529,4.50549,-3.67521,1.15018,-3.93407,
3724688,7.37241,1.91209,2.38584,4.94017,4.50061,-3.66056,1.15018,-3.92918,
3725873,7.37241,1.91209,2.38584,4.94017,4.50549,-3.70452,1.15018,-3.9243,
3727053,7.37241,1.91209,2.38584,4.94505,4.50549,-3.66545,1.19902,-3.9243,
3728232,7.37241,1.9072,2.38584,4.94505,4.50549,-3.64591,1.21856,-3.91941,
3729432,7.37241,1.91209,2.38584,4.94505,4.50549,-3.69475,1.21368,-3.9243,
3730616,7.36752,1.91209,2.38095,4.94017,4.50549,-3.68987,1.17949,-3.92918,
3731795,7.36752,1.91209,2.38095,4.94505,4.50549,-3.61661,1.16972,-3.9243,
3732973,7.36752,1.91209,2.38095,4.97436,4.50549,-3.6801,1.16972,-3.92918,
3734168,7.36264,1.91209,2.38584,4.94505,4.51038,-3.72894,1.18926,-3.9243,
3735346,7.36264,1.91209,2.38584,4.94505,4.51038,-3.65079,1.16972,-3.9243,
3736527,7.36264,1.91697,2.38095,4.94994,4.51038,-3.61661,1.15995,-3.92918,
3737707,7.35775,1.91209,2.38095,4.94994,4.51038,-3.66056,1.14042,-3.92918,
3738886,7.35775,1.91209,2.38095,4.94994,4.51038,-3.68987,1.13065,-3.93407,
3740063,7.35775,1.91209,2.38095,4.94994,4.51526,-3.62149,1.22344,-3.91453,
3741244,7.35775,1.91209,2.38584,4.95482,4.51526,-3.69475,1.16972,-3.9243,
3742423,7.35287,1.91209,2.38584,4.95482,4.51526,-3.71917,1.13553,-3.92918,
3743602,7.35287,1.90232,2.38584,4.95482,4.52015,-3.61661,1.15018,-3.9243,
3744780,7.35287,1.9072,2.38095,4.95482,4.51526,-3.67521,1.1453,-3.93407,
3745956,7.34799,1.91209,2.38584,4.95482,4.52015,-3.74359,1.14042,-3.92918,
3747139,7.34799,1.91209,2.38584,4.95971,4.52015,-3.61172,1.116,-3.92918,
3748318,7.3431,1.90232,2.38095,4.95482,4.52015,-3.61661,1.12088,-3.93895,
3749501,7.3431,1.9072,2.38095,4.95971,4.52015,-3.74359,1.0525,-3.94383,
3750680,7.3431,1.9072,2.38095,4.95971,4.52015,-3.6801,1.07204,-3.93895,
3751857,7.3431,1.90232,2.38095,4.95971,4.52503,-3.60195,1.10623,-3.93407,
3753033,7.3431,1.89744,2.38584,4.95971,4.52015,-3.72405,1.116,-3.92918,
3754217,7.3431,1.89744,2.38095,4.96459,4.52503,-3.73382,1.13065,-3.92918,
3755396,7.33822,1.90232,2.38584,4.96459,4.52991,-3.64103,1.15507,-3.9243,
3756575,7.33822,1.89744,2.38095,4.96459,4.52991,-3.64591,1.19902,-3.9243,
3757758,7.33822,1.90232,2.38095,4.96459,4.52503,-3.73382,1.20391,-3.93407,
3758941,7.33822,1.90232,2.38584,4.96947,4.52991,-3.69963,1.18437,-3.92918,
3760127,7.33822,1.89744,2.38095,4.96459,4.52991,-3.64591,1.08669,-3.93407,
3761307,7.33822,1.89744,2.38095,4.96947,4.52991,-3.67521,1.06716,-3.93407,
3762488,7.33822,1.90232,2.38095,4.96947,4.52991,-3.73871,1.116,-4.10012,
3763673,7.33822,1.89744,2.38095,4.96947,4.52991,-3.71917,1.12576,-3.92918,
3764851,7.33822,1.89744,2.38584,4.97436,4.5348,-3.66545,1.116,-3.93407,
3766035,7.33822,1.90232,2.38095,4.97436,4.5348,-3.69475,1.08669,-4.10012,
3767217,7.33822,1.9072,2.38095,5.00366,4.5348,-3.73871,1.06227,-4.10501,
3768404,7.3431,1.90232,2.38095,4.97436,4.53968,-3.66056,1.07204,-3.93895,
3769583,7.33822,1.89255,2.38095,5.00366,4.53968,-3.68987,1.06716,-3.94383,
3770763,7.33822,1.89744,2.38584,5.00366,4.53968,-3.71917,1.06227,-3.93895,
3771945,7.33822,1.90232,2.38095,4.97436,4.53968,-3.74359,1.06227,-3.93895,
3773124,7.3431,1.89744,2.38095,4.97436,4.53968,-3.67033,1.06716,-3.93895,
3774308,7.3431,1.90232,2.38095,4.97924,4.53968,-3.6801,1.10134,-3.94383,
