TIMESTAMP,ANGLE1,ANGLE2,XPOS,YPOS,XTACHO,YTACHO,XVOLT,YVOLT
7907900,7.3431,1.88278,2.37118,7.48474,6.86935,0.114774,0.857143,-0.041514,
7909100,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.041514,
7910389,7.3431,1.88767,2.37118,7.52381,6.86935,0.114774,0.862027,-0.041514,
7911653,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.0757021,
7912930,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
7914268,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
7915531,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
7916751,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.031746,
7917940,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7919121,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7920301,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7921529,7.3431,1.89255,2.37118,7.51893,6.86447,0.114774,0.857143,-0.031746,
7922714,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.031746,
7923890,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7925067,7.3431,1.88767,2.37118,7.51893,6.86447,0.114774,0.857143,-0.031746,
7926258,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.847375,-0.0659341,
7927441,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7928618,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.847375,-0.031746,
7929799,7.3431,1.88278,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7930983,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7932161,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
7933342,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7934524,7.3431,1.88278,2.37118,7.47985,6.86935,0.114774,0.857143,-0.03663,
7935703,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7936882,7.3431,1.88767,2.37118,7.47985,6.86935,0.114774,0.857143,-0.03663,
7938064,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.0708181,
7939264,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7940443,7.3431,1.88767,2.37118,7.47985,6.86447,0.114774,0.862027,-0.03663,
7941622,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.871795,-0.031746,
7942803,7.3431,1.88278,2.37118,7.48474,6.86935,0.114774,0.862027,-0.0659341,
7943985,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.862027,-0.031746,
7945166,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7946348,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.031746,
7947527,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7948706,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
7949886,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.852259,-0.041514,
7951089,7.3431,1.89255,2.37118,7.52381,6.86935,0.114774,0.857143,-0.0659341,
7952278,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7953456,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7954638,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
7955815,7.3431,1.88278,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
7956991,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
7958173,7.3431,1.88767,2.37118,7.47985,6.86447,0.114774,0.857143,-0.03663,
7959351,7.3431,1.88767,2.37118,7.47985,6.86935,0.114774,0.857143,-0.03663,
7960528,7.3431,1.89255,2.37118,7.47985,6.86935,0.114774,0.857143,-0.03663,
7961709,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.847375,-0.03663,
7962892,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7964069,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7965247,7.3431,1.89255,2.37118,7.47985,6.86447,0.114774,0.857143,-0.03663,
7966428,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7967608,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.862027,-0.031746,
7968786,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.031746,
7969965,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7971147,7.3431,1.88278,2.37118,7.47985,6.86935,0.114774,0.857143,-0.03663,
7972325,7.3431,1.89255,2.37118,7.47985,6.86447,0.114774,0.857143,-0.031746,
7973501,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7974684,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7975862,7.3431,1.88767,2.37118,7.47985,6.86935,0.114774,0.857143,-0.031746,
7977043,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.862027,-0.031746,
7978223,7.3431,1.89255,2.37118,7.47985,6.86935,0.114774,0.876679,-0.031746,
7979401,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.862027,-0.031746,
7980579,7.3431,1.88278,2.37118,7.47985,6.86447,0.114774,0.857143,-0.031746,
7981761,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7982942,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7984119,7.3431,1.88767,2.37607,7.48474,6.86447,0.114774,0.857143,-0.0708181,
7985331,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7986511,7.3431,1.88767,2.37118,7.47985,6.86447,0.114774,0.847375,-0.031746,
7987692,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7988871,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
7990047,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.144078,
7991241,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.031746,
7992418,7.3431,1.88767,2.37118,7.51893,6.86935,0.114774,0.857143,-0.031746,
7993601,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
7994779,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7995962,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
7997145,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
7998324,7.3431,1.88767,2.37118,7.47985,6.86447,0.114774,0.857143,-0.03663,
7999505,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
8000684,7.3431,1.88767,2.37118,7.47985,6.86447,0.114774,0.857143,-0.03663,
8001861,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.041514,
8003042,7.3431,1.89255,2.37118,7.52381,6.86935,0.114774,0.857143,-0.03663,
8004222,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
8005402,7.3431,1.89255,2.37118,7.51893,6.86935,0.114774,0.857143,-0.03663,
8006583,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
8007759,7.3431,1.88278,2.37607,7.48474,6.86447,0.114774,0.857143,-0.03663,
8008940,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
8010123,7.3431,1.88767,2.37118,7.51893,6.86935,0.114774,0.857143,-0.03663,
8011316,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.041514,
8012493,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
8013670,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
8014853,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
8016030,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.03663,
8017210,7.3431,1.88767,2.37118,7.51893,6.86447,0.114774,0.862027,-0.0708181,
8018397,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.881563,-0.03663,
8019577,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.886447,-0.0708181,
8020756,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.881563,-0.031746,
8021933,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.862027,-0.03663,
8023115,7.3431,1.88278,2.37118,7.48474,6.86447,0.114774,0.862027,-0.03663,
8024296,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
8025475,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.026862,
8026654,7.3431,1.88767,2.37118,7.47985,6.86447,0.114774,0.857143,-0.0610501,
8027834,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.026862,
8029010,7.3431,1.88767,2.37607,7.48474,6.86447,0.114774,0.857143,-0.026862,
8030193,7.3431,1.89255,2.37607,7.48474,6.86935,0.114774,0.852259,-0.026862,
8031375,7.3431,1.88767,2.37118,7.47985,6.86447,0.114774,0.857143,-0.026862,
8032554,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.026862,
8033731,7.3431,1.88278,2.37118,7.48474,6.86447,0.114774,0.857143,-0.026862,
8034909,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.026862,
8036086,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.0610501,
8037282,7.33822,1.88767,2.37118,7.51893,6.86935,0.114774,0.857143,-0.026862,
8038473,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.0610501,
8039653,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.026862,
8040829,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.847375,-0.031746,
8042013,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.031746,
8043195,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.026862,
8044374,7.3431,1.88278,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
8045555,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.026862,
8046733,7.3431,1.8779,2.37118,7.48474,6.86935,0.114774,0.857143,-0.026862,
8047911,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.026862,
8049115,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.026862,
8050296,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.847375,-0.031746,
8051484,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.031746,
8052663,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.862027,-0.026862,
8053843,7.3431,1.88767,2.37607,7.48474,6.86935,0.114774,0.871795,-0.026862,
8055028,7.3431,1.88767,2.37607,7.48474,6.86447,0.114774,0.852259,-0.026862,
8056208,7.3431,1.88767,2.37607,7.48474,6.86447,0.114774,0.857143,-0.031746,
8057387,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.026862,
8058567,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
8059746,7.3431,1.88278,2.37118,7.48474,6.86447,0.114774,0.857143,-0.026862,
8060926,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.852259,-0.026862,
8062103,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.031746,
8063297,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.031746,
8064480,7.3431,1.88767,2.37118,7.51893,6.86447,0.114774,0.857143,-0.031746,
8065661,7.3431,1.88767,2.37118,7.51893,6.86935,0.114774,0.857143,-0.026862,
8066841,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.026862,
8068018,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.026862,
8069199,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.026862,
8070380,7.3431,1.88278,2.37118,7.48474,6.86935,0.114774,0.857143,-0.026862,
8071556,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.026862,
8072740,7.3431,1.88767,2.37118,7.51893,6.86447,0.114774,0.857143,-0.026862,
8073919,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.026862,
8075101,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.852259,-0.026862,
8076282,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.876679,-0.026862,
8077460,7.3431,1.89255,2.37118,7.47985,6.86447,0.114774,0.862027,-0.026862,
8078642,7.3431,1.88767,2.37118,7.47985,6.86447,0.114774,0.862027,-0.031746,
8079820,7.3431,1.89255,2.37118,7.47985,6.86447,0.114774,0.857143,-0.03663,
8081001,7.3431,1.88278,2.37118,7.47985,6.86447,0.114774,0.857143,-0.031746,
8082182,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
8083358,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
8084539,7.3431,1.89255,2.37607,7.51893,6.86935,0.114774,0.857143,-0.031746,
8085721,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
8086902,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.847375,-0.031746,
8088082,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.031746,
8089262,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
8090445,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.031746,
8091625,7.3431,1.88767,2.37118,7.51893,6.86935,0.114774,0.857143,-0.031746,
8092805,7.3431,1.89255,2.37118,7.51893,6.86935,0.114774,0.857143,-0.0659341,
8093987,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
8095166,7.3431,1.88767,2.37118,7.48474,6.85958,0.114774,0.857143,-0.03663,
8096353,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
8097533,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.031746,
8098714,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.847375,-0.0708181,
8099900,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.03663,
8101079,7.3431,1.88767,2.37118,7.51893,6.86935,0.114774,0.857143,-0.03663,
8102261,7.3431,1.88767,2.37118,7.47985,6.86935,0.114774,0.857143,-0.03663,
8103445,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.041514,
8104629,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.852259,-0.041514,
8105809,7.3431,1.88767,2.37118,7.52381,6.86935,0.114774,0.852259,-0.041514,
8106994,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.852259,-0.041514,
8108176,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.857143,-0.041514,
8109353,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.852259,-0.041514,
8110531,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.041514,
8111710,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.862027,-0.041514,
8112916,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.871795,-0.03663,
8114094,7.3431,1.89255,2.37118,7.52869,6.86935,0.114774,0.862027,-0.041514,
8115285,7.3431,1.88767,2.37118,7.47985,6.86447,0.114774,0.857143,-0.041514,
8116465,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.847375,-0.041514,
8117649,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.041514,
8118831,7.3431,1.88767,2.37118,7.47985,6.86447,0.114774,0.857143,-0.041514,
8120010,7.3431,1.88767,2.37118,7.51893,6.86447,0.114774,0.857143,-0.046398,
8121190,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.847375,-0.041514,
8122376,7.3431,1.88278,2.37118,7.48474,6.86935,0.114774,0.857143,-0.041514,
8123552,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.041514,
8124729,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.041514,
8125907,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.857143,-0.041514,
8127085,7.3431,1.88767,2.37118,7.48474,6.86935,0.114774,0.857143,-0.041514,
8128267,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.862027,-0.03663,
8129445,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.871795,-0.03663,
8130626,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.862027,-0.03663,
8131806,7.3431,1.89255,2.37118,7.51893,6.86935,0.114774,0.862027,-0.041514,
8132989,7.3431,1.89744,2.37118,7.48474,6.86447,0.114774,0.857143,-0.041514,
8134168,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.857143,-0.041514,
8135347,7.3431,1.89744,2.37118,7.48474,6.86447,0.114774,0.857143,-0.041514,
8136526,7.3431,1.89255,2.37118,7.51893,6.86935,0.114774,0.862027,-0.041514,
8137708,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.871795,-0.041514,
8138887,7.3431,1.89255,2.37118,7.48474,6.86447,0.114774,0.862027,-0.0805861,
8140068,7.3431,1.89744,2.37118,7.47985,6.86447,0.114774,0.857143,-0.041514,
8141246,7.3431,1.89744,2.37118,7.48474,6.86935,0.114774,0.876679,-0.03663,
8142424,7.3431,1.89744,2.37607,7.48474,6.86935,0.114774,0.954823,-0.00732601,
8143607,7.3431,1.89744,2.37607,7.48474,6.86935,0.114774,0.974359,0.0659341,
8144785,7.3431,1.89744,2.37607,7.48474,6.86935,0.114774,0.993895,0.0952381,
8145963,7.3431,1.89744,2.37607,7.48962,6.86935,0.114774,0.989011,0.0952381,
8147144,7.3431,1.89744,2.37607,7.48474,6.86935,0.114774,0.910867,0.0757021,
8148329,7.3431,1.88767,2.37118,7.48474,6.86447,0.114774,0.832723,0.041514,
8149505,7.3431,1.89255,2.37118,7.47985,6.86447,0.114774,0.813187,-0.017094,
8150685,7.3431,1.89255,2.37118,7.47985,6.86447,0.114774,0.803419,-0.041514,
8151866,7.3431,1.89744,2.37118,7.48474,6.86447,0.114774,0.793651,-0.0512821,
8153044,7.33822,1.89255,2.37118,7.47985,6.86447,0.114774,0.778999,-0.0561661,
8154228,7.33822,1.89255,2.37118,7.47985,6.85958,0.114774,0.735043,-0.0659341,
8155409,7.33822,1.88767,2.37118,7.47985,6.86447,0.114774,0.720391,-0.0708181,
8156585,7.33822,1.89255,2.3663,7.47985,6.85958,0.114774,0.710623,-0.0757021,
8157762,7.33822,1.88767,2.37118,7.47985,6.86447,0.114774,0.686203,-0.0610501,
8158943,7.33822,1.89255,2.3663,7.47985,6.86447,0.114774,0.710623,-0.0561661,
8160120,7.33822,1.89255,2.37118,7.47985,6.86447,0.114774,0.788767,-0.046398,
8161300,7.33822,1.89744,2.37118,7.48474,6.86935,0.114774,0.862027,-0.0561661,
8162481,7.33822,1.89255,2.37118,7.48474,6.86935,0.114774,0.876679,-0.046398,
8163663,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.871795,-0.03663,
8164840,7.33822,1.89744,2.37118,7.48474,6.86935,0.114774,0.871795,-0.041514,
8166021,7.3431,1.89744,2.37118,7.48474,6.86935,0.10989,0.881563,-0.041514,
8167203,7.3431,1.89744,2.37118,7.48474,6.86935,0.114774,0.891331,-0.0659341,
8168382,7.3431,1.89744,2.37607,7.48474,6.86935,0.114774,0.925519,-0.031746,
8169562,7.3431,1.89255,2.37607,7.48474,6.86935,0.114774,0.969475,-0.031746,
8170740,7.3431,1.89744,2.37607,7.48474,6.86935,0.114774,0.989011,-0.026862,
8171922,7.3431,1.89744,2.37118,7.48474,6.86935,0.114774,0.969475,-0.031746,
8173107,7.3431,1.89744,2.37118,7.48474,6.86935,0.114774,0.930403,-0.03663,
8174289,7.3431,1.89255,2.37118,7.47985,6.86447,0.114774,0.857143,-0.046398,
8175467,7.33822,1.89255,2.37118,7.47985,6.86447,0.114774,0.822955,-0.0512821,
8176671,7.3431,1.89744,2.37118,7.47985,6.86447,0.114774,0.822955,-0.046398,
8177848,7.33822,1.89255,2.37118,7.48474,6.86447,0.114774,0.837607,-0.041514,
8179028,7.33822,1.89255,2.37118,7.47985,6.86447,0.114774,0.822955,-0.046398,
8180208,7.33822,1.89744,2.37118,7.47985,6.86447,0.114774,0.818071,-0.0512821,
8181384,7.33822,1.88767,2.37118,7.47985,6.86447,0.114774,0.798535,-0.0610501,
8182565,7.33822,1.89255,2.37118,7.47985,6.86447,0.114774,0.774115,-0.0708181,
8183746,7.33822,1.89255,2.37118,7.47985,6.86447,0.114774,0.739927,-0.0952381,
8184927,7.33822,1.89255,2.3663,7.47985,6.86447,0.114774,0.691087,-0.026862,
8186103,7.33822,1.89255,2.3663,7.47985,6.86447,0.114774,0.671551,0.0512821,
8187294,7.33822,1.89255,2.3663,7.51404,6.85958,0.114774,0.617827,0.0561661,
8188478,7.33822,1.89255,2.3663,7.47985,6.85958,0.114774,0.622711,0.046398,
8189659,7.33822,1.89744,2.3663,7.47985,6.85958,0.114774,0.671551,0.046398,
8190839,7.33822,1.89744,2.37118,7.51893,6.86447,0.114774,0.676435,0.0512821,
8192018,7.33822,1.89744,2.37118,7.47985,6.86447,0.114774,0.720391,0.0512821,
8193195,7.33822,1.90232,2.37118,7.47985,6.86447,0.114774,0.793651,0.0512821,
8194373,7.33822,1.89744,2.37118,7.48474,6.86447,0.114774,0.813187,0.0512821,
8195560,7.33822,1.89255,2.37118,7.48474,6.86447,0.114774,0.847375,0.041514,
8196739,7.33822,1.89744,2.37118,7.48474,6.86447,0.114774,0.857143,0.01221,
8197916,7.3431,1.89744,2.37118,7.47985,6.86935,0.114774,0.886447,-0.00732601,
8199099,7.33822,1.89255,2.37118,7.48474,6.86935,0.114774,0.901099,-0.021978,
8200277,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.901099,-0.026862,
8201455,7.33822,1.89744,2.37118,7.51893,6.86935,0.114774,0.881563,-0.041514,
8202636,7.3431,1.89744,2.37118,7.48474,6.86935,0.114774,0.876679,-0.03663,
8203816,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.881563,-0.046398,
8204995,7.33822,1.89255,2.37118,7.47985,6.86447,0.114774,0.881563,-0.0708181,
8206177,7.3431,1.89744,2.37118,7.48474,6.86935,0.114774,0.886447,-0.0610501,
8207358,7.3431,1.89744,2.37607,7.48474,6.86935,0.114774,0.910867,-0.0610501,
8208537,7.3431,1.89744,2.37118,7.48474,6.86935,0.114774,0.930403,-0.0952381,
8209719,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.910867,-0.0610501,
8210900,7.3431,1.89744,2.37118,7.48474,6.86935,0.114774,0.886447,-0.105006,
8212081,7.3431,1.89744,2.37118,7.48474,6.86935,0.114774,0.910867,-0.0659341,
8213259,7.3431,1.89744,2.37118,7.48474,6.86447,0.114774,0.920635,-0.0512821,
8214437,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.920635,-0.0512821,
8215614,7.3431,1.90232,2.37118,7.48474,6.86935,0.114774,0.896215,-0.0512821,
8216792,7.3431,1.90232,2.37118,7.48474,6.86935,0.114774,0.901099,-0.0903541,
8217979,7.3431,1.90232,2.37118,7.47985,6.86935,0.114774,0.905983,-0.0512821,
8219160,7.3431,1.89744,2.37118,7.48474,6.86935,0.114774,0.915751,-0.0610501,
8220339,7.3431,1.90232,2.37118,7.47985,6.86935,0.114774,0.896215,-0.0610501,
8221520,7.33822,1.90232,2.37607,7.48474,6.86935,0.114774,0.891331,-0.0561661,
8222704,7.3431,1.90232,2.37118,7.48474,6.86935,0.114774,0.901099,-0.0610501,
8223887,7.3431,1.90232,2.37607,7.48474,6.86935,0.114774,0.915751,-0.041514,
8225066,7.3431,1.90232,2.37118,7.52381,6.87424,0.114774,0.925519,-0.00732601,
8226250,7.3431,1.90232,2.37118,7.48474,6.86935,0.114774,0.930403,0.041514,
8227427,7.3431,1.90232,2.37607,7.48474,6.86447,0.114774,0.925519,0.0561661,
8228605,7.3431,1.90232,2.37607,7.48474,6.86935,0.114774,0.915751,0.03663,
8229790,7.3431,1.91209,2.37607,7.48474,6.86935,0.114774,0.910867,0.021978,
8230975,7.3431,1.90232,2.37118,7.48474,6.86935,0.114774,0.891331,0.00732601,
8232159,7.3431,1.90232,2.37118,7.47985,6.86935,0.114774,0.857143,0.00732601,
8233342,7.33822,1.90232,2.37118,7.48474,6.86447,0.114774,0.842491,0.017094,
8234520,7.33822,1.90232,2.37118,7.47985,6.86447,0.114774,0.832723,0.002442,
8235700,7.3431,1.90232,2.37118,7.47985,6.86447,0.114774,0.832723,0.002442,
8236879,7.3431,1.90232,2.37118,7.47985,6.86447,0.114774,0.837607,0.00732601,
8238058,7.33822,1.90232,2.37118,7.47985,6.86935,0.114774,0.832723,-0.00732601,
8239277,7.33822,1.89744,2.37118,7.48474,6.86447,0.114774,0.837607,-0.00732601,
8240458,7.33822,1.90232,2.37118,7.47985,6.86447,0.114774,0.837607,-0.00732601,
8241639,7.33822,1.89744,2.37118,7.47985,6.86447,0.114774,0.847375,-0.046398,
8242824,7.33822,1.91697,2.37607,7.48474,6.86447,0.114774,0.857143,-0.026862,
8244007,7.33822,1.90232,2.37118,7.48474,6.86447,0.114774,0.857143,-0.026862,
8245184,7.33822,1.89744,2.37118,7.48474,6.86935,0.114774,0.857143,-0.01221,
8246364,7.33822,1.90232,2.37118,7.48474,6.86447,0.114774,0.857143,-0.041514,
8247545,7.33822,1.89744,2.37118,7.48474,6.86447,0.114774,0.857143,-0.00732601,
8248723,7.3431,1.90232,2.37607,7.48474,6.86447,0.114774,0.852259,-0.01221,
8249909,7.3431,1.90232,2.37118,7.48474,6.86447,0.114774,0.852259,-0.017094,
8251093,7.33822,1.90232,2.37118,7.48474,6.86447,0.114774,0.852259,-0.01221,
8252272,7.3431,1.89255,2.37118,7.48474,6.86935,0.114774,0.862027,-0.017094,
8253449,7.3431,1.89744,2.37118,7.48474,6.86447,0.114774,0.857143,-0.021978,
8254631,7.33822,1.90232,2.37118,7.47985,6.86447,0.114774,0.862027,-0.021978,
8255819,7.33822,1.90232,2.37118,7.47985,6.86447,0.114774,0.862027,-0.0512821,
8257000,7.3431,1.90232,2.37118,7.47985,6.86447,0.114774,0.847375,-0.021978,
8258181,7.3431,1.90232,2.37118,7.48474,6.86447,0.114774,0.837607,-0.026862,
8259362,7.3431,1.90232,2.37118,7.47985,6.86447,0.114774,0.847375,-0.03663,
8260540,7.33822,1.90232,2.37118,7.47985,6.86447,0.114774,0.847375,-0.026862,
8261716,7.33822,1.89744,2.37118,7.48474,6.86447,0.114774,0.842491,-0.0561661,
8262905,7.33822,1.89744,2.37118,7.51893,6.86447,0.114774,0.827839,-0.026862,
8264085,7.33822,1.90232,2.37118,7.47985,6.86447,0.114774,0.818071,-0.03663,
