STEP1: 11V, no container, 7 container høj
TIME,ANGLE1,ANGLE2,XPOS,YPOS,XTACHO,YTACHO,XVOLT,YVOLT
23953492,5.873016,1.365079,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23954646,5.873016,1.360195,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23955804,5.873016,1.360195,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23956959,5.873016,1.360195,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23958112,5.873016,1.360195,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23959268,5.873016,1.360195,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23960421,5.873016,1.360195,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23961573,5.873016,1.355311,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23962725,5.873016,1.355311,9.335775,6.512821,-0.000226,0.114774,0.204722,0.060546,
23963882,5.873016,1.355311,9.335775,6.507937,-0.000226,0.114774,0.204722,0.050934,
23965043,5.873016,1.355311,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
23966201,5.873016,1.355311,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23967355,5.873016,1.355311,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23968510,5.873016,1.355311,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
23969665,5.873016,1.350427,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23970822,5.873016,1.350427,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
23971978,5.873016,1.350427,9.335775,6.507937,-0.000226,0.114774,0.204722,0.070158,
23973139,5.873016,1.350427,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23974291,5.873016,1.350427,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23975447,5.873016,1.350427,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
23976605,5.873016,1.350427,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23977757,5.873016,1.350427,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23978911,5.873016,1.350427,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23980065,5.873016,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.070158,
23981220,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23982372,5.868132,1.350427,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23983526,5.873016,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23984683,5.873016,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23985837,5.873016,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23986990,5.873016,1.345543,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
23988144,5.873016,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23989300,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23990452,5.868132,1.345543,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
23991607,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23992760,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23993911,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.070158,
23995072,5.873016,1.345543,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
23996242,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23997396,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
23998552,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.070158,
23999714,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24000870,5.868132,1.345543,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
24002024,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.156663,0.070158,
24003180,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24004335,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24005487,5.868132,1.345543,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
24006644,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.070158,
24007804,5.868132,1.345543,9.335775,6.512821,-0.000226,0.114774,0.204722,0.070158,
24008984,5.868132,1.345543,9.335775,6.512821,-0.000226,0.114774,0.156663,0.070158,
24010142,5.868132,1.345543,9.335775,6.512821,-0.005110,0.114774,0.204722,0.079769,
24011299,5.868132,1.345543,9.335775,6.512821,-0.000226,0.114774,0.204722,0.070158,
24012464,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24013625,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24014779,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24015935,5.868132,1.350427,9.335775,6.507937,-0.000226,0.114774,0.156663,0.050934,
24017109,5.868132,1.345543,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24018261,5.868132,1.350427,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24019417,5.868132,1.350427,9.335775,6.507937,-0.000226,0.114774,0.204722,0.070158,
24020575,5.868132,1.350427,9.335775,6.507937,-0.000226,0.114774,0.156663,0.070158,
24021731,5.868132,1.350427,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
24022883,5.868132,1.350427,9.335775,6.507937,-0.000226,0.114774,0.156663,0.070158,
24024040,5.868132,1.350427,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
24025192,5.868132,1.350427,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
24026344,5.868132,1.350427,9.335775,6.507937,-0.000226,0.114774,0.204722,0.070158,
24027499,5.868132,1.350427,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24028651,5.868132,1.350427,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
24029805,5.868132,1.355311,9.335775,6.512821,-0.000226,0.114774,0.214333,0.070158,
24030962,5.868132,1.355311,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
24032118,5.868132,1.355311,9.335775,6.512821,-0.000226,0.114774,0.204722,0.070158,
24033272,5.868132,1.355311,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24034424,5.868132,1.355311,9.335775,6.507937,-0.000226,0.114774,0.204722,0.070158,
24035580,5.868132,1.355311,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24036738,5.868132,1.355311,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24037894,5.868132,1.360195,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
24039047,5.863248,1.360195,9.335775,6.507937,-0.000226,0.114774,0.214333,0.070158,
24040219,5.868132,1.360195,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24041372,5.868132,1.360195,9.335775,6.507937,-0.000226,0.114774,0.204722,0.060546,
24042526,5.868132,1.360195,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24043680,5.868132,1.360195,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24044838,5.868132,1.365079,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24045990,5.868132,1.365079,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24047144,5.868132,1.365079,9.335775,6.507937,-0.000226,0.114774,0.204722,0.070158,
24048297,5.868132,1.365079,9.335775,6.507937,-0.000226,0.114774,0.156663,0.070158,
24049452,5.868132,1.365079,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
24050605,5.868132,1.365079,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24051758,5.868132,1.369963,9.335775,6.507937,-0.005110,0.114774,0.214333,0.079769,
24052911,5.868132,1.369963,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24054063,5.863248,1.369963,9.335775,6.507937,-0.000226,0.114774,0.204722,0.079769,
24055219,5.863248,1.369963,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24056375,5.868132,1.369963,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24057532,5.868132,1.369963,9.335775,6.507937,-0.000226,0.109890,0.214333,0.079769,
24058683,5.863248,1.374847,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24059836,5.863248,1.374847,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24060990,5.863248,1.374847,9.335775,6.512821,-0.000226,0.114774,0.204722,0.079769,
24062145,5.868132,1.374847,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24063303,5.863248,1.379731,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24064457,5.863248,1.379731,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24065640,5.863248,1.379731,9.335775,6.512821,-0.000226,0.114774,0.214333,0.070158,
24066795,5.863248,1.379731,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24067949,5.863248,1.379731,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24069101,5.868132,1.384615,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24070259,5.863248,1.384615,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24071420,5.863248,1.384615,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24072575,5.868132,1.384615,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24073728,5.863248,1.389499,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24074883,5.863248,1.389499,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24076037,5.863248,1.389499,9.335775,6.512821,-0.000226,0.114774,0.156663,0.070158,
24077192,5.863248,1.389499,9.335775,6.507937,-0.000226,0.114774,0.214333,0.060546,
24078347,5.863248,1.394383,9.335775,6.507937,-0.005110,0.114774,0.214333,0.079769,
24079502,5.863248,1.394383,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24080657,5.863248,1.394383,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24081811,5.863248,1.394383,9.335775,6.507937,-0.000226,0.114774,0.156663,0.070158,
24082967,5.863248,1.399267,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24084123,5.863248,1.399267,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24085275,5.863248,1.399267,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24086429,5.863248,1.404151,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24087585,5.863248,1.404151,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24088737,5.863248,1.404151,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24089889,5.863248,1.404151,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24091041,5.863248,1.409035,9.335775,6.507937,-0.000226,0.114774,0.214333,0.070158,
24092215,5.863248,1.409035,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24093367,5.863248,1.409035,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24094523,5.863248,1.409035,9.335775,6.507937,-0.000226,0.114774,0.214333,0.060546,
24095680,5.863248,1.413919,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24096836,5.863248,1.413919,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24097993,5.863248,1.413919,9.335775,6.507937,-0.000226,0.109890,0.214333,0.079769,
24099147,5.863248,1.418803,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24100299,5.863248,1.418803,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24101455,5.863248,1.418803,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24102608,5.863248,1.418803,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24103763,5.863248,1.423687,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24104915,5.863248,1.423687,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24106067,5.863248,1.423687,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24107225,5.863248,1.428571,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24108377,5.863248,1.428571,9.335775,6.507937,-0.000226,0.114774,0.214333,0.079769,
24109529,5.863248,1.428571,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24110684,5.863248,1.428571,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24111839,5.863248,1.433455,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24112993,5.863248,1.433455,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24114148,5.863248,1.438339,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24115304,5.863248,1.438339,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24116463,5.863248,1.438339,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24117619,5.863248,1.438339,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24118772,5.863248,1.443223,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24119929,5.863248,1.443223,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24121086,5.863248,1.443223,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24122245,5.863248,1.443223,9.335775,6.512821,-0.000226,0.114774,0.223945,0.070158,
24123428,5.863248,1.443223,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24124589,5.863248,1.448107,9.335775,6.512821,-0.000226,0.114774,0.223945,0.070158,
24125746,5.863248,1.448107,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24126900,5.863248,1.448107,9.335775,6.512821,-0.000226,0.114774,0.214333,0.079769,
24128054,5.863248,1.448107,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24129206,5.863248,1.452991,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24130360,5.858364,1.452991,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24131515,5.858364,1.452991,9.335775,6.507937,-0.000226,0.114774,0.223945,0.060546,
24132671,5.858364,1.457875,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24133824,5.858364,1.457875,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24134979,5.858364,1.457875,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24136133,5.858364,1.457875,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24137287,5.863248,1.457875,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24138447,5.858364,1.462759,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24139605,5.858364,1.462759,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24140759,5.863248,1.462759,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24141913,5.858364,1.462759,9.335775,6.507937,-0.000226,0.114774,0.166275,0.070158,
24143070,5.858364,1.467643,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24144240,5.863248,1.467643,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24145392,5.858364,1.467643,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24146546,5.858364,1.467643,9.335775,6.507937,-0.000226,0.114774,0.223945,0.070158,
24147704,5.858364,1.467643,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24148862,5.858364,1.467643,9.335775,6.507937,-0.000226,0.114774,0.223945,0.070158,
24150021,5.858364,1.472527,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24151175,5.858364,1.472527,9.335775,6.507937,-0.000226,0.114774,0.223945,0.060546,
24152332,5.858364,1.472527,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24153484,5.858364,1.472527,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24154639,5.858364,1.472527,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24155792,5.858364,1.472527,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24156947,5.858364,1.477411,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24158099,5.858364,1.477411,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24159255,5.858364,1.477411,9.335775,6.507937,-0.000226,0.114774,0.223945,0.060546,
24160411,5.858364,1.477411,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24161566,5.858364,1.477411,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24162719,5.858364,1.477411,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24163875,5.858364,1.477411,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24165030,5.858364,1.482295,9.335775,6.507937,-0.000226,0.114774,0.223945,0.060546,
24166191,5.858364,1.482295,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24167347,5.858364,1.482295,9.335775,6.512821,-0.000226,0.114774,0.223945,0.070158,
24168503,5.858364,1.482295,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24169655,5.858364,1.482295,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24170809,5.858364,1.482295,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24171968,5.858364,1.487179,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24173125,5.858364,1.487179,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24174282,5.858364,1.487179,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24175438,5.858364,1.487179,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24176593,5.858364,1.487179,9.335775,6.507937,-0.000226,0.114774,0.175886,0.070158,
24177749,5.858364,1.487179,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24178904,5.858364,1.487179,9.335775,6.512821,-0.000226,0.114774,0.233557,0.070158,
24180081,5.858364,1.487179,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24181242,5.858364,1.487179,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24182394,5.858364,1.487179,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24183548,5.858364,1.487179,9.335775,6.512821,-0.000226,0.114774,0.223945,0.060546,
24184707,5.858364,1.487179,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24185865,5.858364,1.492063,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24187019,5.858364,1.487179,9.335775,6.507937,-0.000226,0.114774,0.223945,0.070158,
24188191,5.858364,1.492063,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24189345,5.858364,1.492063,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24190503,5.858364,1.492063,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24191657,5.858364,1.492063,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24192812,5.858364,1.492063,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24193963,5.858364,1.492063,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24195119,5.858364,1.492063,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24196275,5.858364,1.492063,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24197427,5.858364,1.492063,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24198579,5.858364,1.492063,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24199734,5.858364,1.492063,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24200886,5.858364,1.492063,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24202038,5.858364,1.492063,9.335775,6.512821,-0.000226,0.114774,0.175886,0.070158,
24203200,5.858364,1.492063,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24204355,5.858364,1.492063,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24205507,5.858364,1.496947,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24206658,5.858364,1.492063,9.335775,6.512821,-0.000226,0.114774,0.223945,0.060546,
24207814,5.858364,1.492063,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24208967,5.853480,1.492063,9.335775,6.512821,-0.000226,0.114774,0.223945,0.060546,
24210125,5.858364,1.496947,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24211279,5.853480,1.492063,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24212434,5.853480,1.496947,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24213586,5.858364,1.492063,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24214738,5.853480,1.492063,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24215892,5.853480,1.496947,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24217047,5.853480,1.496947,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24218204,5.853480,1.496947,9.335775,6.512821,-0.000226,0.114774,0.233557,0.079769,
24219362,5.853480,1.496947,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24220519,5.853480,1.496947,9.335775,6.512821,-0.000226,0.114774,0.233557,0.079769,
24221676,5.853480,1.496947,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24222831,5.853480,1.496947,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24223985,5.853480,1.496947,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24225137,5.853480,1.496947,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24226292,5.853480,1.496947,9.335775,6.512821,-0.000226,0.114774,0.233557,0.079769,
24227447,5.853480,1.501832,9.335775,6.512821,-0.000226,0.114774,0.223945,0.079769,
24228600,5.853480,1.501832,9.335775,6.512821,-0.000226,0.114774,0.233557,0.079769,
24229754,5.853480,1.501832,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24230907,5.853480,1.501832,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24232061,5.853480,1.501832,9.335775,6.507937,-0.000226,0.114774,0.233557,0.060546,
24233216,5.853480,1.506716,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24234374,5.853480,1.506716,9.335775,6.512821,-0.000226,0.114774,0.233557,0.079769,
24235531,5.853480,1.506716,9.335775,6.512821,-0.000226,0.114774,0.233557,0.079769,
24236687,5.853480,1.511600,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24237869,5.853480,1.511600,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24239024,5.853480,1.511600,9.335775,6.512821,-0.000226,0.114774,0.175886,0.070158,
24240197,5.853480,1.511600,9.335775,6.507937,-0.000226,0.114774,0.233557,0.060546,
24241352,5.853480,1.516484,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24242504,5.853480,1.516484,9.335775,6.512821,-0.000226,0.114774,0.233557,0.060546,
24243662,5.853480,1.516484,9.335775,6.507937,-0.000226,0.114774,0.223945,0.079769,
24244818,5.853480,1.521368,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24245970,5.853480,1.521368,9.335775,6.512821,-0.000226,0.114774,0.233557,0.079769,
24247126,5.853480,1.526252,9.335775,6.512821,-0.000226,0.114774,0.233557,0.079769,
24248279,5.853480,1.526252,9.335775,6.507937,-0.000226,0.114774,0.233557,0.060546,
24249433,5.853480,1.531136,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24250586,5.853480,1.531136,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24251739,5.853480,1.531136,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24252893,5.853480,1.536020,9.335775,6.512821,-0.000226,0.114774,0.233557,0.079769,
24254045,5.853480,1.536020,9.335775,6.507937,-0.000226,0.114774,0.175886,0.070158,
24255208,5.853480,1.540904,9.335775,6.507937,-0.000226,0.114774,0.233557,0.070158,
24256365,5.853480,1.540904,9.335775,6.512821,-0.000226,0.114774,0.233557,0.079769,
24257521,5.853480,1.545788,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24258674,5.853480,1.545788,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24259842,5.853480,1.550672,9.335775,6.507937,-0.000226,0.114774,0.243168,0.070158,
24261032,5.853480,1.550672,9.335775,6.507937,-0.000226,0.114774,0.243168,0.079769,
24262192,5.853480,1.555556,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24263348,5.853480,1.555556,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24264501,5.853480,1.560440,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24265653,5.853480,1.560440,9.335775,6.507937,-0.000226,0.114774,0.233557,0.079769,
24266805,5.853480,1.565324,9.335775,6.507937,-0.000226,0.114774,0.243168,0.060546,
24267967,5.848596,1.565324,9.335775,6.507937,-0.000226,0.114774,0.243168,0.079769,
24269119,5.853480,1.570208,9.335775,6.512821,-0.000226,0.114774,0.185498,0.070158,
24270276,5.853480,1.575092,9.335775,6.512821,-0.000226,0.114774,0.243168,0.079769,
24271433,5.853480,1.575092,9.335775,6.507937,-0.000226,0.114774,0.243168,0.079769,
24272594,5.853480,1.579976,9.335775,6.507937,-0.000226,0.114774,0.243168,0.079769,
24273748,5.853480,1.579976,9.335775,6.507937,-0.000226,0.114774,0.243168,0.079769,
24274900,5.853480,1.584860,9.335775,6.512821,-0.000226,0.114774,0.243168,0.079769,
24276060,5.848596,1.584860,9.335775,6.512821,-0.000226,0.114774,0.243168,0.079769,
24277212,5.853480,1.589744,9.335775,6.507937,-0.000226,0.114774,0.243168,0.060546,
24278367,5.853480,1.594628,9.335775,6.512821,-0.000226,0.114774,0.243168,0.079769,
24279522,5.848596,1.594628,9.335775,6.507937,-0.000226,0.114774,0.243168,0.079769,
24280677,5.848596,1.599512,9.335775,6.507937,-0.000226,0.114774,0.243168,0.079769,
24281831,5.853480,1.604396,9.335775,6.507937,-0.000226,0.114774,0.243168,0.079769,
24282986,5.848596,1.604396,9.335775,6.512821,-0.000226,0.114774,0.185498,0.079769,
24284144,5.848596,1.609280,9.335775,6.507937,-0.000226,0.114774,0.243168,0.079769,
24285298,5.848596,1.614164,9.335775,6.512821,-0.000226,0.114774,0.243168,0.079769,
24286449,5.853480,1.614164,9.335775,6.507937,-0.000226,0.114774,0.243168,0.079769,
24287603,5.848596,1.619048,9.335775,6.512821,-0.000226,0.114774,0.252780,0.079769,
24288759,5.848596,1.623932,9.335775,6.512821,-0.000226,0.114774,0.252780,0.079769,
24289912,5.848596,1.623932,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
24291066,5.848596,1.628816,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
24292256,5.853480,1.633700,9.335775,6.512821,-0.000226,0.114774,0.185498,0.070158,
24293411,5.848596,1.633700,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
24294603,5.848596,1.638584,9.335775,6.512821,-0.000226,0.114774,0.252780,0.079769,
24295757,5.848596,1.643468,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
24296917,5.848596,1.648352,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
24298073,5.848596,1.648352,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
24299227,5.848596,1.653236,9.335775,6.512821,-0.000226,0.114774,0.252780,0.079769,
24300382,5.848596,1.658120,9.335775,6.512821,-0.000226,0.114774,0.252780,0.079769,
24301537,5.848596,1.663004,9.335775,6.512821,-0.000226,0.114774,0.252780,0.060546,
