STEP1: 11V, no container, 7 container høj
TIME,ANGLE1,ANGLE2,XPOS,YPOS,XTACHO,YTACHO,XVOLT,YVOLT
2568748,7.851038,1.882784,6.937729,6.571429,-7.541129,0.119658,10.969850,1.444634,
2569903,7.851038,1.877900,6.937729,6.571429,-7.638810,0.119658,11.037132,1.454245,
2571058,7.851038,1.873016,6.942613,6.571429,-7.565549,0.119658,10.979462,1.444634,
2572239,7.851038,1.873016,6.942613,6.571429,-7.614389,0.114774,11.037132,1.454245,
2573395,7.851038,1.873016,6.947497,6.571429,-7.672998,0.114774,10.989073,1.137059,
2574554,7.851038,1.868132,6.947497,6.571429,-7.707186,0.114774,11.017908,1.454245,
2575708,7.851038,1.868132,6.952381,6.571429,-7.687650,0.114774,11.046744,1.454245,
2576864,7.851038,1.863248,6.952381,6.571429,-7.633926,0.114774,10.979462,1.454245,
2578019,7.851038,1.858364,6.957265,6.571429,-7.609505,0.119658,10.989073,1.137059,
2579177,7.851038,1.858364,6.957265,6.571429,-7.614389,0.114774,10.979462,1.444634,
2580331,7.851038,1.858364,6.957265,6.571429,-7.614389,0.114774,10.989073,1.444634,
2581488,7.851038,1.853480,6.962149,6.571429,-7.624158,0.119658,10.989073,1.444634,
2582670,7.851038,1.848596,6.962149,6.571429,-7.716954,0.114774,11.017908,1.146670,
2583831,7.851038,1.848596,6.967033,6.571429,-7.721838,0.114774,10.989073,1.463857,
2584988,7.846154,1.843712,6.967033,6.571429,-7.663230,0.114774,11.017908,1.454245,
2586142,7.851038,1.843712,6.971917,6.571429,-7.633926,0.119658,10.960238,1.444634,
2587296,7.851038,1.843712,6.976801,6.571429,-7.716954,0.119658,10.941015,1.435022,
2588451,7.851038,1.838828,6.976801,6.571429,-7.721838,0.114774,10.989073,1.444634,
2589603,7.846154,1.838828,6.976801,6.571429,-7.668114,0.119658,10.950626,1.435022,
2590756,7.851038,1.833944,6.981685,6.571429,-7.638810,0.114774,11.296648,1.463857,
2591919,7.851038,1.833944,6.986569,6.571429,-7.599737,0.119658,10.979462,1.444634,
2593077,7.846154,1.829060,6.986569,6.571429,-7.619274,0.114774,10.998685,1.444634,
2594236,7.851038,1.829060,6.991453,6.571429,-7.658346,0.114774,10.998685,1.454245,
2595397,7.846154,1.824176,6.991453,6.571429,-7.594853,0.114774,10.979462,1.454245,
2596552,7.846154,1.824176,6.996337,6.571429,-7.653462,0.119658,10.912179,1.435022,
2597705,7.846154,1.819292,6.996337,6.571429,-7.746258,0.114774,10.960238,1.454245,
2598860,7.851038,1.819292,6.996337,6.571429,-7.756026,0.114774,10.979462,1.454245,
2600016,7.846154,1.814408,7.001221,6.571429,-7.726722,0.119658,10.979462,1.444634,
2601169,7.846154,1.809524,7.001221,6.571429,-7.668114,0.114774,10.979462,1.444634,
2602324,7.846154,1.809524,7.006105,6.571429,-7.672998,0.114774,10.989073,1.454245,
2603482,7.846154,1.804640,7.006105,6.571429,-7.672998,0.114774,11.373542,1.156282,
2604646,7.846154,1.804640,7.010989,6.571429,-7.682766,0.114774,10.960238,1.454245,
2605802,7.846154,1.804640,7.010989,6.571429,-7.629042,0.119658,11.296648,1.463857,
2606957,7.846154,1.799756,7.015873,6.571429,-7.682766,0.119658,10.969850,1.444634,
2608113,7.846154,1.799756,7.015873,6.571429,-7.746258,0.114774,10.969850,1.444634,
2609266,7.846154,1.794872,7.020757,6.571429,-7.702302,0.114774,10.969850,1.444634,
2610420,7.846154,1.794872,7.020757,6.571429,-7.648578,0.114774,10.960238,1.444634,
2611577,7.846154,1.789988,7.025641,6.571429,-7.692534,0.114774,10.960238,1.454245,
2612730,7.846154,1.789988,7.025641,6.571429,-7.633926,0.114774,11.335095,1.463857,
2613885,7.846154,1.785104,7.030525,6.571429,-7.653462,0.114774,10.969850,1.444634,
2615039,7.846154,1.785104,7.030525,6.571429,-7.624158,0.114774,10.941015,1.444634,
2616216,7.846154,1.785104,7.035409,6.571429,-7.633926,0.114774,10.979462,1.444634,
2617371,7.846154,1.780220,7.035409,6.571429,-7.614389,0.114774,10.950626,1.444634,
2618530,7.846154,1.780220,7.040293,6.571429,-7.731606,0.114774,10.950626,1.137059,
2619689,7.846154,1.775336,7.040293,6.566545,-7.672998,0.114774,10.969850,1.444634,
2620844,7.846154,1.775336,7.040293,6.571429,-7.707186,0.119658,10.941015,1.444634,
2621999,7.846154,1.770452,7.045177,6.566545,-7.648578,0.114774,10.931403,1.444634,
2623158,7.846154,1.770452,7.050061,6.571429,-7.677882,0.119658,10.941015,1.444634,
2624318,7.846154,1.765568,7.050061,6.571429,-7.677882,0.119658,10.979462,1.454245,
2625472,7.846154,1.760684,7.054945,6.571429,-7.663230,0.114774,10.950626,1.444634,
2626629,7.846154,1.760684,7.054945,6.571429,-7.594853,0.119658,10.969850,1.454245,
2627785,7.846154,1.760684,7.059829,6.566545,-7.663230,0.114774,10.931403,1.444634,
2628942,7.841270,1.760684,7.059829,6.571429,-7.687650,0.114774,10.969850,1.137059,
2630098,7.846154,1.755800,7.064713,6.571429,-7.702302,0.114774,10.921791,1.435022,
2631254,7.841270,1.755800,7.064713,6.566545,-7.682766,0.114774,10.941015,1.444634,
2632410,7.841270,1.750916,7.069597,6.571429,-7.731606,0.114774,10.912179,1.444634,
2633564,7.846154,1.750916,7.069597,6.571429,-7.707186,0.114774,11.325484,1.463857,
2634722,7.841270,1.750916,7.069597,6.566545,-7.624158,0.119658,10.989073,1.454245,
2635881,7.841270,1.746032,7.074481,6.566545,-7.697418,0.119658,10.902568,1.435022,
2637034,7.841270,1.746032,7.074481,6.566545,-7.643694,0.119658,10.960238,1.137059,
2638190,7.841270,1.741148,7.079365,6.571429,-7.672998,0.114774,10.921791,1.127447,
2639371,7.841270,1.741148,7.084249,6.571429,-7.653462,0.119658,10.912179,1.435022,
2640526,7.841270,1.741148,7.084249,6.566545,-7.687650,0.114774,10.979462,1.444634,
2641683,7.841270,1.741148,7.089133,6.566545,-7.653462,0.119658,11.287037,1.463857,
2642842,7.841270,1.736264,7.089133,6.571429,-7.594853,0.119658,10.969850,1.444634,
2643998,7.841270,1.731380,7.094017,6.566545,-7.624158,0.114774,10.969850,1.454245,
2645153,7.841270,1.731380,7.094017,6.566545,-7.604621,0.119658,10.941015,1.444634,
2646307,7.841270,1.726496,7.094017,6.566545,-7.682766,0.114774,10.979462,1.444634,
2647468,7.841270,1.731380,7.098901,6.566545,-7.716954,0.114774,10.950626,1.444634,
2648624,7.841270,1.726496,7.098901,6.566545,-7.682766,0.119658,10.960238,1.444634,
2649776,7.841270,1.726496,7.103785,6.566545,-7.721838,0.114774,10.998685,1.454245,
2650934,7.841270,1.721612,7.103785,6.566545,-7.677882,0.114774,10.969850,1.444634,
2652088,7.841270,1.721612,7.108669,6.566545,-7.760910,0.114774,10.950626,1.444634,
2653241,7.841270,1.716728,7.108669,6.566545,-7.648578,0.119658,10.960238,1.444634,
2654394,7.841270,1.716728,7.113553,6.566545,-7.770678,0.119658,10.921791,1.127447,
2655551,7.841270,1.716728,7.113553,6.571429,-7.702302,0.114774,10.960238,1.444634,
2656707,7.841270,1.716728,7.118437,6.566545,-7.726722,0.114774,10.979462,1.454245,
2657860,7.841270,1.711844,7.118437,6.571429,-7.726722,0.114774,10.979462,1.454245,
2659013,7.841270,1.711844,7.123321,6.571429,-7.687650,0.114774,12.104033,1.502304,
2660191,7.841270,1.711844,7.123321,6.566545,-7.677882,0.119658,11.267813,1.454245,
2661347,7.841270,1.706960,7.128205,6.566545,-7.638810,0.119658,10.931403,1.444634,
2662500,7.836386,1.702076,7.128205,6.566545,-7.785330,0.114774,10.960238,1.444634,
2663656,7.841270,1.706960,7.133089,6.566545,-7.648578,0.114774,10.902568,1.444634,
2664809,7.836386,1.702076,7.133089,6.566545,-7.677882,0.119658,11.267813,1.454245,
2665969,7.841270,1.702076,7.137973,6.566545,-7.672998,0.114774,11.267813,1.454245,
2667128,7.841270,1.702076,7.137973,6.566545,-7.624158,0.119658,10.950626,1.444634,
2668285,7.841270,1.702076,7.142857,6.566545,-7.663230,0.114774,10.950626,1.444634,
2669440,7.836386,1.697192,7.142857,6.566545,-7.624158,0.114774,10.950626,1.444634,
2670593,7.836386,1.697192,7.147741,6.566545,-7.653462,0.114774,10.979462,1.454245,
2671747,7.841270,1.697192,7.147741,6.566545,-7.624158,0.114774,10.931403,1.435022,
2672902,7.841270,1.692308,7.152625,6.566545,-7.648578,0.119658,10.931403,1.444634,
2674055,7.836386,1.692308,7.152625,6.566545,-7.629042,0.114774,10.950626,1.444634,
2675209,7.841270,1.692308,7.157509,6.566545,-7.677882,0.114774,10.912179,1.444634,
2676364,7.836386,1.687424,7.157509,6.566545,-7.633926,0.114774,10.941015,1.137059,
2677523,7.836386,1.687424,7.162393,6.566545,-7.712070,0.114774,10.969850,1.454245,
2678676,7.836386,1.687424,7.162393,6.566545,-7.731606,0.114774,10.941015,1.444634,
2679832,7.836386,1.682540,7.162393,6.566545,-7.770678,0.114774,10.950626,1.444634,
2680985,7.836386,1.682540,7.167277,6.566545,-7.785330,0.119658,10.902568,1.444634,
2682141,7.836386,1.682540,7.167277,6.566545,-7.726722,0.114774,10.989073,1.454245,
2683299,7.836386,1.677656,7.172161,6.566545,-7.672998,0.114774,10.969850,1.454245,
2684454,7.836386,1.677656,7.172161,6.566545,-7.712070,0.114774,10.931403,1.444634,
2685607,7.836386,1.677656,7.177045,6.566545,-7.702302,0.119658,10.931403,1.444634,
2686761,7.836386,1.677656,7.177045,6.566545,-7.692534,0.119658,10.931403,1.444634,
2687921,7.836386,1.677656,7.181929,6.566545,-7.677882,0.119658,10.931403,1.444634,
2689074,7.836386,1.672772,7.181929,6.566545,-7.682766,0.114774,10.950626,1.444634,
2690229,7.836386,1.672772,7.186813,6.566545,-7.721838,0.114774,10.979462,1.454245,
2691383,7.836386,1.672772,7.186813,6.566545,-7.746258,0.114774,11.296648,1.454245,
2692541,7.836386,1.667888,7.191697,6.566545,-7.746258,0.119658,11.017908,1.454245,
2693699,7.836386,1.667888,7.191697,6.566545,-7.751142,0.114774,10.960238,1.444634,
2694854,7.836386,1.667888,7.196581,6.566545,-7.619274,0.114774,10.950626,1.502304,
2696036,7.836386,1.667888,7.196581,6.566545,-7.692534,0.114774,10.941015,1.435022,
2697194,7.836386,1.667888,7.201465,6.566545,-7.668114,0.119658,10.931403,1.444634,
2698352,7.836386,1.667888,7.201465,6.566545,-7.736490,0.119658,11.287037,1.454245,
2699510,7.836386,1.663004,7.206349,6.566545,-7.741374,0.114774,10.931403,1.444634,
2700663,7.836386,1.663004,7.206349,6.566545,-7.726722,0.114774,11.287037,1.454245,
2701826,7.831502,1.663004,7.211233,6.566545,-7.702302,0.114774,10.921791,1.454245,
2702984,7.836386,1.663004,7.211233,6.566545,-7.712070,0.119658,10.941015,1.444634,
2704141,7.836386,1.658120,7.216117,6.566545,-7.677882,0.114774,10.950626,1.444634,
2705297,7.836386,1.658120,7.216117,6.566545,-7.716954,0.119658,10.921791,1.435022,
2706451,7.836386,1.658120,7.221001,6.566545,-7.721838,0.114774,11.277425,1.463857,
2707608,7.836386,1.653236,7.221001,6.566545,-7.716954,0.114774,10.960238,1.444634,
2708766,7.836386,1.658120,7.221001,6.566545,-7.682766,0.114774,10.921791,1.127447,
2709926,7.831502,1.653236,7.225885,6.566545,-7.741374,0.119658,11.296648,1.463857,
2711085,7.836386,1.658120,7.230769,6.566545,-7.726722,0.114774,10.931403,1.444634,
2712258,7.836386,1.653236,7.230769,6.566545,-7.707186,0.119658,11.296648,1.463857,
2713415,7.831502,1.653236,7.230769,6.566545,-7.687650,0.119658,10.941015,1.454245,
2714569,7.836386,1.648352,7.235653,6.566545,-7.716954,0.119658,10.969850,1.454245,
2715723,7.836386,1.653236,7.235653,6.566545,-7.707186,0.119658,10.921791,1.444634,
2716880,7.831502,1.653236,7.240537,6.566545,-7.658346,0.114774,10.960238,1.454245,
2718033,7.836386,1.648352,7.240537,6.566545,-7.677882,0.119658,10.960238,1.454245,
2719189,7.831502,1.648352,7.245421,6.566545,-7.668114,0.119658,10.950626,1.444634,
2720342,7.831502,1.648352,7.245421,6.566545,-7.702302,0.114774,10.912179,1.444634,
2721495,7.831502,1.648352,7.250305,6.566545,-7.707186,0.114774,10.941015,1.444634,
2722650,7.831502,1.648352,7.250305,6.566545,-7.658346,0.114774,10.921791,1.435022,
2723807,7.831502,1.648352,7.255189,6.566545,-7.668114,0.114774,10.979462,1.454245,
2724967,7.831502,1.643468,7.255189,6.566545,-7.726722,0.114774,10.931403,1.444634,
2726119,7.831502,1.643468,7.260073,6.566545,-7.746258,0.114774,10.950626,1.444634,
2727273,7.831502,1.643468,7.260073,6.566545,-7.809750,0.114774,10.960238,1.444634,
2728429,7.831502,1.643468,7.264957,6.566545,-7.707186,0.114774,10.960238,1.444634,
2729582,7.831502,1.643468,7.264957,6.566545,-7.712070,0.114774,10.950626,1.454245,
2730736,7.831502,1.643468,7.269841,6.566545,-7.697418,0.114774,10.950626,1.454245,
2731890,7.831502,1.643468,7.269841,6.566545,-7.692534,0.114774,10.969850,1.444634,
2733043,7.831502,1.643468,7.274725,6.566545,-7.721838,0.114774,10.902568,1.444634,
2734196,7.831502,1.643468,7.274725,6.566545,-7.702302,0.114774,10.979462,1.463857,
2735355,7.831502,1.643468,7.279609,6.566545,-7.760910,0.119658,10.902568,1.435022,
2736510,7.831502,1.643468,7.279609,6.566545,-7.765794,0.119658,10.921791,1.435022,
2737669,7.831502,1.643468,7.284493,6.566545,-7.785330,0.114774,10.969850,1.454245,
2738827,7.831502,1.643468,7.284493,6.566545,-7.672998,0.114774,10.979462,1.454245,
2739981,7.831502,1.643468,7.289377,6.566545,-7.702302,0.114774,10.989073,1.454245,
2741137,7.831502,1.638584,7.289377,6.566545,-7.760910,0.114774,10.969850,1.454245,
2742290,7.831502,1.638584,7.294261,6.566545,-7.672998,0.114774,10.960238,1.444634,
2743446,7.831502,1.638584,7.294261,6.566545,-7.799982,0.114774,10.969850,1.454245,
2744601,7.831502,1.638584,7.299145,6.566545,-7.687650,0.114774,10.941015,1.454245,
2745762,7.831502,1.638584,7.299145,6.566545,-7.770678,0.114774,10.931403,1.444634,
2746915,7.831502,1.638584,7.304029,6.566545,-7.638810,0.119658,10.921791,1.444634,
2748071,7.831502,1.638584,7.304029,6.566545,-7.780446,0.114774,10.950626,1.444634,
2749228,7.831502,1.638584,7.304029,6.566545,-7.765794,0.114774,10.950626,1.444634,
2750383,7.831502,1.638584,7.308913,6.566545,-7.790214,0.114774,10.979462,1.454245,
2751542,7.831502,1.638584,7.308913,6.566545,-7.809750,0.114774,10.969850,1.454245,
2752695,7.831502,1.638584,7.313797,6.561661,-7.765794,0.114774,10.912179,1.444634,
2753872,7.831502,1.638584,7.318681,6.566545,-7.824402,0.114774,10.912179,1.444634,
2755028,7.831502,1.638584,7.318681,6.566545,-7.756026,0.114774,10.912179,1.435022,
2756202,7.826618,1.633700,7.318681,6.561661,-7.780446,0.114774,10.921791,1.444634,
2757358,7.826618,1.638584,7.323565,6.566545,-7.741374,0.114774,10.902568,1.435022,
2758515,7.826618,1.638584,7.323565,6.566545,-7.780446,0.114774,11.277425,1.463857,
2759675,7.831502,1.638584,7.328449,6.561661,-7.756026,0.119658,10.941015,1.444634,
2760827,7.831502,1.638584,7.333333,6.561661,-7.731606,0.114774,10.931403,1.444634,
2761981,7.826618,1.638584,7.333333,6.561661,-7.731606,0.119658,10.941015,1.444634,
2763135,7.826618,1.638584,7.333333,6.561661,-7.736490,0.119658,10.969850,1.454245,
2764294,7.826618,1.638584,7.338217,6.566545,-7.765794,0.119658,10.931403,1.444634,
2765449,7.826618,1.638584,7.338217,6.566545,-7.707186,0.114774,10.998685,1.463857,
2766605,7.826618,1.633700,7.343101,6.566545,-7.760910,0.114774,10.941015,1.454245,
2767762,7.826618,1.638584,7.343101,6.561661,-7.697418,0.114774,10.931403,1.435022,
2768922,7.826618,1.638584,7.347985,6.566545,-7.765794,0.114774,10.969850,1.444634,
2770076,7.826618,1.638584,7.347985,6.566545,-7.775562,0.114774,10.941015,1.444634,
2771232,7.826618,1.638584,7.352869,6.566545,-7.839054,0.114774,10.950626,1.454245,
2772388,7.826618,1.638584,7.352869,6.566545,-7.819518,0.119658,10.931403,1.127447,
2773550,7.826618,1.638584,7.357753,6.561661,-7.726722,0.119658,10.941015,1.444634,
2774702,7.826618,1.638584,7.357753,6.561661,-7.736490,0.114774,10.969850,1.444634,
2775863,7.826618,1.633700,7.357753,6.566545,-7.712070,0.114774,10.921791,1.444634,
2777020,7.826618,1.638584,7.362637,6.561661,-7.751142,0.119658,10.941015,1.454245,
2778175,7.826618,1.638584,7.367521,6.566545,-7.775562,0.119658,10.883344,1.444634,
2779330,7.826618,1.638584,7.367521,6.566545,-7.721838,0.119658,10.979462,1.454245,
2780485,7.826618,1.638584,7.372405,6.561661,-7.687650,0.114774,10.969850,1.444634,
2781646,7.826618,1.638584,7.372405,6.561661,-7.790214,0.114774,11.306260,1.454245,
2782803,7.826618,1.638584,7.377289,6.561661,-7.716954,0.119658,10.941015,1.444634,
2783959,7.826618,1.638584,7.377289,6.561661,-7.746258,0.119658,10.912179,1.444634,
2785112,7.826618,1.638584,7.377289,6.566545,-7.795098,0.114774,10.902568,1.444634,
2786266,7.826618,1.638584,7.382173,6.561661,-7.707186,0.114774,10.931403,1.454245,
2787423,7.826618,1.638584,7.382173,6.561661,-7.721838,0.119658,10.921791,1.435022,
2788576,7.826618,1.638584,7.387057,6.561661,-7.716954,0.119658,10.931403,1.444634,
2789731,7.826618,1.638584,7.387057,6.561661,-7.770678,0.114774,10.950626,1.444634,
2790884,7.826618,1.638584,7.391941,6.561661,-7.692534,0.114774,10.941015,1.444634,
2792038,7.826618,1.638584,7.391941,6.561661,-7.736490,0.114774,10.950626,1.444634,
2793196,7.821734,1.638584,7.396825,6.561661,-7.829286,0.114774,10.921791,1.444634,
2794354,7.826618,1.638584,7.396825,6.561661,-7.834170,0.114774,10.921791,1.454245,
2795514,7.821734,1.638584,7.401709,6.561661,-7.697418,0.119658,10.931403,1.444634,
2796673,7.826618,1.643468,7.401709,6.561661,-7.760910,0.114774,10.941015,1.454245,
2797826,7.821734,1.638584,7.406593,6.561661,-7.682766,0.114774,10.941015,1.137059,
2798981,7.821734,1.638584,7.406593,6.561661,-7.682766,0.114774,10.950626,1.454245,
2800136,7.821734,1.638584,7.411477,6.561661,-7.677882,0.114774,10.941015,1.444634,
2801289,7.821734,1.638584,7.411477,6.561661,-7.765794,0.114774,10.941015,1.444634,
2802444,7.821734,1.643468,7.416361,6.561661,-7.814634,0.114774,10.931403,1.444634,
2803602,7.821734,1.638584,7.416361,6.561661,-7.780446,0.114774,10.979462,1.454245,
2804759,7.821734,1.643468,7.416361,6.561661,-7.736490,0.114774,10.960238,1.444634,
2805915,7.821734,1.643468,7.421245,6.561661,-7.848822,0.114774,10.902568,1.444634,
2807069,7.821734,1.643468,7.421245,6.561661,-7.780446,0.114774,10.912179,1.444634,
2808243,7.821734,1.643468,7.426129,6.561661,-7.829286,0.114774,10.960238,1.444634,
2809400,7.821734,1.643468,7.426129,6.561661,-7.687650,0.119658,10.902568,1.108223,
2810579,7.821734,1.643468,7.431013,6.561661,-7.638810,0.119658,10.902568,1.444634,
2811734,7.821734,1.643468,7.431013,6.561661,-7.692534,0.119658,10.931403,1.454245,
2812888,7.821734,1.643468,7.435897,6.561661,-7.672998,0.114774,10.941015,1.444634,
2814042,7.821734,1.643468,7.435897,6.561661,-7.756026,0.119658,10.931403,1.137059,
2815199,7.821734,1.643468,7.440781,6.561661,-7.814634,0.119658,10.941015,1.454245,
2816354,7.821734,1.643468,7.440781,6.561661,-7.790214,0.114774,10.969850,1.444634,
2817509,7.821734,1.648352,7.445665,6.561661,-7.790214,0.119658,10.892956,1.435022,
2818662,7.821734,1.648352,7.445665,6.561661,-7.741374,0.114774,10.921791,1.444634,
2819816,7.821734,1.648352,7.450549,6.561661,-7.765794,0.114774,10.931403,1.444634,
2820968,7.821734,1.643468,7.450549,6.561661,-7.702302,0.114774,10.960238,1.444634,
2822121,7.821734,1.643468,7.455433,6.561661,-7.702302,0.114774,10.950626,1.444634,
2823280,7.821734,1.643468,7.455433,6.561661,-7.663230,0.114774,10.979462,1.454245,
2824435,7.821734,1.648352,7.455433,6.561661,-7.736490,0.114774,10.960238,1.454245,
2825592,7.821734,1.643468,7.460317,6.561661,-7.658346,0.114774,10.998685,1.454245,
2826746,7.821734,1.648352,7.460317,6.561661,-7.746258,0.114774,10.989073,1.454245,
2827907,7.821734,1.643468,7.465201,6.561661,-7.751142,0.119658,10.912179,1.127447,
2829062,7.816850,1.643468,7.465201,6.561661,-7.736490,0.119658,10.960238,1.454245,
2830216,7.821734,1.648352,7.470085,6.561661,-7.702302,0.119658,10.941015,1.454245,
2831373,7.816850,1.648352,7.470085,6.561661,-7.819518,0.119658,10.921791,1.444634,
2832526,7.816850,1.643468,7.470085,6.561661,-7.931850,0.119658,10.950626,1.454245,
2833681,7.821734,1.648352,7.474969,6.561661,-7.799982,0.114774,10.902568,1.435022,
2834834,7.821734,1.648352,7.479853,6.561661,-7.814634,0.114774,10.960238,1.444634,
2835996,7.816850,1.648352,7.479853,6.561661,-7.770678,0.119658,10.892956,1.435022,
2837150,7.816850,1.648352,7.484737,6.561661,-7.697418,0.119658,10.921791,1.444634,
2838303,7.816850,1.648352,7.484737,6.561661,-7.716954,0.114774,10.941015,1.444634,
2839461,7.816850,1.648352,7.484737,6.561661,-7.726722,0.114774,10.941015,1.454245,
2840617,7.816850,1.648352,7.489621,6.561661,-7.756026,0.114774,10.998685,1.454245,
2841774,7.821734,1.653236,7.489621,6.561661,-7.775562,0.119658,10.883344,1.435022,
2842927,7.816850,1.653236,7.494505,6.561661,-7.795098,0.114774,10.931403,1.444634,
2844082,7.816850,1.653236,7.494505,6.561661,-7.873242,0.119658,10.979462,1.454245,
2845241,7.816850,1.648352,7.499389,6.561661,-7.863474,0.114774,10.931403,1.444634,
2846397,7.816850,1.648352,7.499389,6.561661,-7.907430,0.114774,10.931403,1.444634,
2847552,7.816850,1.648352,7.499389,6.561661,-7.834170,0.114774,10.921791,1.444634,
2848712,7.816850,1.653236,7.504274,6.561661,-7.702302,0.119658,10.892956,1.435022,
2849869,7.816850,1.648352,7.504274,6.561661,-7.731606,0.114774,10.931403,1.444634,
2851022,7.816850,1.653236,7.509158,6.561661,-7.804866,0.114774,11.287037,1.454245,
2852204,7.816850,1.653236,7.509158,6.561661,-7.795098,0.119658,10.960238,1.454245,
2853359,7.816850,1.653236,7.514042,6.561661,-7.760910,0.114774,11.017908,1.454245,
2854514,7.816850,1.653236,7.518926,6.561661,-7.751142,0.119658,10.921791,1.444634,
2855673,7.816850,1.653236,7.518926,6.561661,-7.795098,0.114774,10.960238,1.444634,
2856836,7.816850,1.653236,7.518926,6.561661,-7.829286,0.119658,10.921791,1.444634,
2857992,7.816850,1.653236,7.523810,6.561661,-7.726722,0.119658,10.931403,1.444634,
2859152,7.816850,1.653236,7.523810,6.561661,-7.804866,0.119658,10.960238,1.454245,
2860306,7.816850,1.653236,7.528694,6.561661,-7.790214,0.114774,10.950626,1.444634,
2861462,7.816850,1.653236,7.528694,6.561661,-7.799982,0.119658,10.931403,1.444634,
2862616,7.816850,1.653236,7.528694,6.561661,-7.731606,0.114774,10.960238,1.444634,
2863771,7.816850,1.653236,7.533578,6.561661,-7.795098,0.119658,10.912179,1.435022,
2864927,7.816850,1.653236,7.533578,6.561661,-7.726722,0.114774,10.921791,1.454245,
2866081,7.816850,1.653236,7.538462,6.561661,-7.814634,0.119658,10.892956,1.444634,
2867263,7.816850,1.653236,7.538462,6.561661,-7.824402,0.114774,11.335095,1.463857,
2868423,7.816850,1.658120,7.543346,6.561661,-7.819518,0.114774,10.998685,1.454245,
2869575,7.816850,1.653236,7.543346,6.561661,-7.790214,0.114774,10.921791,1.444634,
2870728,7.811966,1.653236,7.548230,6.561661,-7.824402,0.114774,10.989073,1.454245,
2871885,7.816850,1.653236,7.548230,6.561661,-7.751142,0.114774,11.277425,1.463857,
2873042,7.816850,1.658120,7.548230,6.561661,-7.687650,0.119658,10.921791,1.444634,
2874197,7.816850,1.658120,7.553114,6.561661,-7.736490,0.114774,10.950626,1.454245,
2875351,7.811966,1.658120,7.553114,6.561661,-7.795098,0.114774,10.941015,1.444634,
2876504,7.811966,1.658120,7.557998,6.561661,-7.736490,0.114774,10.941015,1.444634,
2877657,7.811966,1.658120,7.557998,6.561661,-7.712070,0.114774,10.941015,1.444634,
2878815,7.811966,1.658120,7.562882,6.561661,-7.843938,0.119658,10.931403,1.444634,
2879969,7.811966,1.653236,7.562882,6.561661,-7.819518,0.114774,11.008297,1.454245,
2881122,7.811966,1.658120,7.562882,6.561661,-7.809750,0.114774,10.950626,1.444634,
2882278,7.811966,1.658120,7.567766,6.561661,-7.809750,0.114774,10.960238,1.444634,
2883434,7.811966,1.658120,7.572650,6.561661,-7.716954,0.119658,10.960238,1.444634,
2884590,7.811966,1.658120,7.572650,6.561661,-7.663230,0.114774,10.950626,1.444634,
2885747,7.811966,1.658120,7.577534,6.561661,-7.668114,0.114774,10.921791,1.444634,
2886902,7.811966,1.658120,7.577534,6.561661,-7.741374,0.114774,10.969850,1.146670,
2888063,7.811966,1.658120,7.582418,6.561661,-7.682766,0.114774,10.883344,1.435022,
2889217,7.811966,1.658120,7.582418,6.561661,-7.785330,0.114774,10.912179,1.435022,
2890374,7.811966,1.658120,7.582418,6.561661,-7.853706,0.114774,10.941015,1.444634,
2891534,7.811966,1.658120,7.587302,6.561661,-7.848822,0.114774,10.960238,1.463857,
2892692,7.811966,1.658120,7.587302,6.561661,-7.839054,0.114774,10.960238,1.454245,
2893845,7.811966,1.658120,7.592186,6.561661,-7.824402,0.114774,10.979462,1.454245,
2895000,7.811966,1.658120,7.592186,6.561661,-7.858590,0.114774,10.960238,1.444634,
2896176,7.811966,1.658120,7.597070,6.561661,-7.809750,0.114774,10.960238,1.137059,
2897336,7.811966,1.658120,7.597070,6.561661,-7.756026,0.119658,10.941015,1.454245,
2898489,7.811966,1.658120,7.601954,6.561661,-7.663230,0.114774,10.969850,1.137059,
2899646,7.811966,1.658120,7.601954,6.556777,-7.721838,0.119658,10.941015,1.444634,
2900800,7.811966,1.658120,7.601954,6.561661,-7.702302,0.114774,11.037132,1.137059,
2901963,7.811966,1.658120,7.606838,6.561661,-7.799982,0.114774,10.950626,1.444634,
2903119,7.811966,1.658120,7.606838,6.561661,-7.829286,0.114774,10.931403,1.127447,
2904275,7.811966,1.658120,7.611722,6.556777,-7.868358,0.114774,10.950626,1.454245,
2905430,7.811966,1.658120,7.611722,6.561661,-7.843938,0.119658,10.921791,1.444634,
2906584,7.811966,1.658120,7.616606,6.561661,-7.922082,0.114774,10.921791,1.444634,
2907740,7.811966,1.658120,7.616606,6.561661,-7.809750,0.119658,10.969850,1.454245,
2908894,7.811966,1.658120,7.621490,6.561661,-7.819518,0.114774,10.960238,1.454245,
2910050,7.811966,1.658120,7.621490,6.561661,-7.692534,0.114774,10.960238,1.454245,
2911208,7.807082,1.658120,7.626374,6.561661,-7.765794,0.114774,10.960238,1.454245,
2912361,7.811966,1.658120,7.626374,6.561661,-7.731606,0.119658,10.950626,1.444634,
2913516,7.811966,1.658120,7.631258,6.556777,-7.765794,0.119658,11.287037,1.454245,
2914677,7.807082,1.658120,7.631258,6.561661,-7.804866,0.119658,10.950626,1.444634,
2915831,7.811966,1.663004,7.636142,6.561661,-7.868358,0.114774,11.008297,1.454245,
2916985,7.807082,1.658120,7.636142,6.561661,-7.858590,0.114774,10.969850,1.454245,
